,Mnemonic Code,Day of Confirmation Date,Bookings,Booking Status,Week_Number,year
66041,PDXPM,2018-06-17,1,Cancelled,24,2018
66045,PDXPR,2018-06-17,3,Confirmed,24,2018
66047,PDXVP,2018-03-20,2,Cancelled,12,2018
66052,SABCN,2018-06-10,1,Confirmed,23,2018
66061,SANPR,2018-05-24,2,Cancelled,21,2018
66065,SANPR,2018-06-13,3,Confirmed,24,2018
66074,PHXPX,2018-06-13,1,Cancelled,24,2018
66076,PHXPX,2018-06-16,2,Cancelled,24,2018
66078,PHXPX,2018-06-16,3,Confirmed,24,2018
66081,PITHM,2018-06-14,3,Cancelled,24,2018
66093,WDCMA,2018-05-14,1,Confirmed,20,2018
66094,WDCMA,2018-05-17,5,Cancelled,20,2018
66096,WDCMA,2018-05-21,1,Cancelled,21,2018
66102,WDCMA,2018-06-16,1,Cancelled,24,2018
66109,WDCMA,2018-05-06,2,Cancelled,18,2018
66115,WDCDV,2018-06-12,1,Cancelled,24,2018
66117,WDCDV,2018-06-16,3,Confirmed,24,2018
66120,WDCHG,2018-05-06,2,Cancelled,18,2018
66123,WDCHG,2018-05-22,3,Cancelled,21,2018
66125,WDCHG,2018-06-04,2,Confirmed,23,2018
66126,WDCHG,2018-06-16,1,Cancelled,24,2018
66130,WDCDV,2018-05-12,1,Cancelled,19,2018
66133,WDCRO,2018-06-12,1,Confirmed,24,2018
66136,WDCRO,2018-06-16,1,Cancelled,24,2018
66137,WDCRO,2018-06-16,1,Confirmed,24,2018
66143,WDCSV,2018-06-17,1,Confirmed,24,2018
66145,WDCTP,2018-05-15,2,Confirmed,20,2018
66165,WDCRG,2018-05-15,1,Cancelled,20,2018
66168,WDCRG,2018-06-11,2,Cancelled,24,2018
66203,SLCSL,2018-06-16,1,Confirmed,24,2018
66208,SMFKG,2018-06-10,2,Confirmed,23,2018
66217,WDCDP,2018-06-16,1,Cancelled,24,2018
66218,WDCDP,2018-06-16,2,Confirmed,24,2018
66219,SLCSL,2018-06-13,2,Confirmed,24,2018
66239,LAXGY,2018-05-24,2,Cancelled,21,2018
66241,LAXGY,2018-06-10,10,Confirmed,23,2018
66242,LAXGY,2018-06-12,4,Cancelled,24,2018
66244,LAXGY,2018-06-16,4,Cancelled,24,2018
66245,LAXGY,2018-06-16,8,Confirmed,24,2018
66246,LAXGY,2018-06-17,6,Confirmed,24,2018
66262,INTCH,2018-05-24,1,Confirmed,21,2018
66263,INTCH,2018-06-16,3,Confirmed,24,2018
66269,LAXGY,2018-04-13,1,Cancelled,15,2018
66296,LAXSB,2018-06-10,4,Confirmed,23,2018
66300,LAXSB,2018-06-14,2,Cancelled,24,2018
66301,LAXSB,2018-06-15,1,Cancelled,24,2018
66306,LAXWE,2018-06-16,3,Cancelled,24,2018
66312,LAXWM,2018-06-16,1,Confirmed,24,2018
66322,BNAAE,2018-06-17,4,Confirmed,24,2018
66329,BOSML,2018-06-11,5,Confirmed,24,2018
66331,BOSML,2018-06-16,2,Cancelled,24,2018
66332,BALMN,2018-06-15,2,Confirmed,24,2018
66334,BALMN,2018-06-12,1,Confirmed,24,2018
66335,BALMN,2018-06-07,2,Cancelled,23,2018
66337,AUSVZ,2018-03-17,2,Confirmed,11,2018
66344,AUSVZ,2018-06-08,3,Confirmed,23,2018
66350,BALMN,2018-05-30,3,Confirmed,22,2018
66353,BALMN,2018-06-10,2,Confirmed,23,2018
66369,DENDM,2018-06-04,2,Confirmed,23,2018
66374,DENBO,2018-06-12,3,Confirmed,24,2018
66375,DENBO,2018-05-12,2,Cancelled,19,2018
66377,BOSNZ,2018-06-10,6,Confirmed,23,2018
66381,BOSNZ,2018-06-12,7,Confirmed,24,2018
66382,BOSNZ,2018-06-15,3,Confirmed,24,2018
66385,BOSOX,2018-06-07,1,Confirmed,23,2018
66386,BOSOX,2018-06-12,4,Confirmed,24,2018
66388,BOSOX,2018-06-15,2,Confirmed,24,2018
66395,BOSOX,2018-06-14,5,Confirmed,24,2018
66454,ORDAL,2018-06-16,3,Cancelled,24,2018
66462,ORDAL,2018-05-26,3,Cancelled,21,2018
66465,ORDAL,2018-06-04,4,Cancelled,23,2018
66472,ORDAL,2018-06-12,4,Cancelled,24,2018
66476,NTCME,2018-05-31,3,Cancelled,22,2018
66491,MIAEP,2018-06-16,4,Cancelled,24,2018
66495,MIAEP,2018-06-17,6,Confirmed,24,2018
66500,NTCME,2018-06-07,1,Cancelled,23,2018
66506,MIAAG,2018-06-16,5,Confirmed,24,2018
66524,NTCME,2018-04-26,1,Confirmed,17,2018
66530,MKETJ,2018-06-14,1,Cancelled,24,2018
66546,MIAVB,2018-05-19,1,Confirmed,20,2018
66547,MIAVB,2018-06-05,2,Confirmed,23,2018
66550,SANSO,2018-06-17,1,Confirmed,24,2018
66555,SANSO,2018-06-10,1,Cancelled,23,2018
66561,SANPR,2018-06-17,2,Confirmed,24,2018
66567,SAVKB,2018-06-15,1,Cancelled,24,2018
66580,SEAVP,2018-06-01,4,Confirmed,22,2018
66585,SEAPD,2018-06-17,1,Confirmed,24,2018
66586,SEAPD,2018-06-17,1,Cancelled,24,2018
66587,SEAPD,2018-06-02,1,Cancelled,22,2018
66590,SEAAX,2018-06-18,2,Confirmed,25,2018
66591,SEAAX,2018-06-17,3,Confirmed,24,2018
66592,SEAAX,2018-06-14,1,Confirmed,24,2018
66593,SEAAX,2018-05-11,1,Confirmed,19,2018
66596,SBAGG,2018-06-01,1,Confirmed,22,2018
66600,SBAGG,2018-02-06,1,Confirmed,6,2018
66609,PHLPP,2018-06-09,8,Confirmed,23,2018
66623,PHLPP,2018-05-07,1,Confirmed,19,2018
66624,PHLPM,2018-06-17,7,Cancelled,24,2018
66629,PHXPX,2018-05-19,2,Confirmed,20,2018
66633,SABCN,2018-03-28,1,Confirmed,13,2018
66642,PITHM,2018-06-13,3,Confirmed,24,2018
66644,PHXPX,2018-06-18,5,Confirmed,25,2018
66645,PHXPX,2018-06-17,9,Confirmed,24,2018
66647,PHXPX,2018-06-17,1,Cancelled,24,2018
66659,WDCMO,2018-05-13,2,Confirmed,19,2018
66662,WDCMO,2018-06-11,2,Confirmed,24,2018
66666,WDCMA,2018-06-17,2,Cancelled,24,2018
66667,WDCMA,2018-06-13,2,Confirmed,24,2018
66677,WDCHG,2018-05-16,4,Confirmed,20,2018
66688,WDCTP,2018-06-13,5,Confirmed,24,2018
66696,WDCSV,2018-05-26,1,Confirmed,21,2018
66702,WDCRO,2018-06-03,2,Confirmed,22,2018
66705,WDCRG,2018-06-17,2,Cancelled,24,2018
66724,SFOBC,2018-06-17,1,Cancelled,24,2018
66728,SFOBC,2018-06-03,3,Confirmed,22,2018
66743,SMFKG,2018-06-16,5,Cancelled,24,2018
66748,SLCSL,2018-03-29,1,Cancelled,13,2018
66752,SLCSL,2018-02-26,1,Cancelled,9,2018
66767,PDXPR,2018-06-17,1,Cancelled,24,2018
66768,LAXSB,2018-06-17,1,Confirmed,24,2018
66777,LAXWE,2018-05-24,1,Cancelled,21,2018
66814,LAXWE,2018-06-17,5,Cancelled,24,2018
66821,BOSNZ,2018-06-14,3,Confirmed,24,2018
66826,BOSML,2018-06-15,6,Confirmed,24,2018
66834,BNAAE,2018-04-29,2,Confirmed,17,2018
66836,BALMN,2018-06-17,2,Cancelled,24,2018
66841,AUSVZ,2018-04-26,3,Cancelled,17,2018
66859,DENBO,2018-06-13,2,Cancelled,24,2018
66867,CLTKM,2018-06-15,1,Confirmed,24,2018
66868,BOSOX,2018-06-16,2,Confirmed,24,2018
66885,NYCAA,2018-06-10,3,Confirmed,23,2018
66893,NYCAA,2018-05-27,2,Cancelled,21,2018
66896,NYCAA,2018-06-10,1,Cancelled,23,2018
66902,PDXPM,2018-06-18,1,Cancelled,25,2018
66905,PDXPM,2018-06-10,2,Confirmed,23,2018
66906,PDXPM,2018-06-06,1,Cancelled,23,2018
66908,PDXPM,2018-06-01,1,Cancelled,22,2018
66918,ORDCH,2018-06-17,1,Cancelled,24,2018
66931,MIAEP,2018-06-17,10,Cancelled,24,2018
66947,MIAEP,2018-04-25,1,Confirmed,17,2018
66957,NTCME,2018-05-08,2,Cancelled,19,2018
66966,NTCME,2018-05-22,1,Confirmed,21,2018
66972,MIAVB,2018-06-17,1,Cancelled,24,2018
66973,MKETJ,2018-05-17,4,Confirmed,20,2018
66975,MKETJ,2018-06-17,1,Confirmed,24,2018
66989,SEAPD,2018-06-04,3,Cancelled,23,2018
66993,SEAAX,2018-04-04,1,Cancelled,14,2018
67005,SFOBC,2018-05-21,2,Confirmed,21,2018
67008,SFOBC,2018-04-28,2,Cancelled,17,2018
67017,SFOBC,2018-04-25,5,Cancelled,17,2018
67021,SAVKB,2018-06-18,4,Confirmed,25,2018
67024,RUTTH,2018-05-06,2,Cancelled,18,2018
67031,PITHM,2018-06-11,2,Confirmed,24,2018
67049,SAVKB,2018-04-19,1,Confirmed,16,2018
67052,SANSO,2018-06-18,2,Confirmed,25,2018
67054,SANSO,2018-06-13,4,Confirmed,24,2018
67059,SANSO,2018-05-18,1,Cancelled,20,2018
67064,SANPR,2018-06-16,5,Cancelled,24,2018
67080,WDCMO,2018-06-13,6,Confirmed,24,2018
67081,WDCMO,2018-06-12,2,Confirmed,24,2018
67084,WDCMO,2018-06-10,2,Confirmed,23,2018
67085,WDCMO,2018-06-04,2,Confirmed,23,2018
67086,WDCMO,2018-05-28,2,Confirmed,22,2018
67106,WDCSV,2018-06-13,3,Cancelled,24,2018
67115,WDCRO,2018-05-30,1,Cancelled,22,2018
67119,WDCRG,2018-06-13,3,Confirmed,24,2018
67121,WDCLR,2018-06-14,1,Cancelled,24,2018
67146,WDCHG,2018-06-11,1,Cancelled,24,2018
67147,WDCHG,2018-05-25,1,Confirmed,21,2018
67161,SMFKG,2018-06-14,4,Cancelled,24,2018
67166,GCMSE,2018-06-18,2,Confirmed,25,2018
67169,LAXSB,2018-05-28,1,Confirmed,22,2018
67177,LAXGY,2018-06-11,1,Cancelled,24,2018
67215,CLESH,2018-06-15,1,Cancelled,24,2018
67216,CLESH,2018-06-04,2,Cancelled,23,2018
67223,BALMN,2018-06-18,1,Cancelled,25,2018
67225,AUSVZ,2018-06-18,1,Cancelled,25,2018
67237,INTCH,2018-06-18,1,Confirmed,25,2018
67238,INTCH,2018-06-16,1,Cancelled,24,2018
67239,INTCH,2018-06-14,2,Confirmed,24,2018
67241,GCMSE,2018-06-17,2,Confirmed,24,2018
67245,DENDM,2018-06-14,3,Confirmed,24,2018
67246,DENDM,2018-06-12,1,Cancelled,24,2018
67247,DENDM,2018-06-11,1,Cancelled,24,2018
67274,NYCAA,2018-06-13,7,Confirmed,24,2018
67276,NYCAA,2018-06-13,4,Cancelled,24,2018
67277,ORDCM,2018-06-01,2,Cancelled,22,2018
67290,PHLPM,2018-06-14,1,Cancelled,24,2018
67312,MIAEP,2018-06-19,15,Cancelled,25,2018
67313,MIAEP,2018-06-18,5,Cancelled,25,2018
67314,MIAEP,2018-06-18,11,Confirmed,25,2018
67336,NTCME,2018-06-13,2,Confirmed,24,2018
67341,NTCME,2018-05-16,2,Confirmed,20,2018
67344,MKETJ,2018-06-15,1,Cancelled,24,2018
67353,SANSO,2018-03-29,2,Confirmed,13,2018
67355,SANPR,2018-06-15,1,Confirmed,24,2018
67367,PSPNP,2018-06-19,1,Confirmed,25,2018
67371,SANSO,2018-05-22,2,Confirmed,21,2018
67377,SEASM,2018-05-14,1,Confirmed,20,2018
67379,SEAPD,2018-03-27,2,Confirmed,13,2018
67384,SBAGG,2018-06-19,2,Confirmed,25,2018
67393,SBAGG,2018-06-20,3,Confirmed,25,2018
67394,PITHM,2018-06-14,2,Confirmed,24,2018
67402,PDXVP,2018-06-04,3,Cancelled,23,2018
67403,PDXPM,2018-06-19,4,Cancelled,25,2018
67405,PDXPM,2018-06-16,2,Confirmed,24,2018
67407,PDXPM,2018-06-15,2,Cancelled,24,2018
67411,ORDTG,2018-06-11,2,Cancelled,24,2018
67414,ORDTG,2018-05-16,1,Confirmed,20,2018
67423,PITHM,2018-04-25,1,Confirmed,17,2018
67424,PHXPX,2018-06-18,2,Cancelled,25,2018
67430,PHLPP,2018-06-12,1,Confirmed,24,2018
67459,WDCHG,2018-06-12,2,Confirmed,24,2018
67462,WDCDV,2018-06-19,3,Confirmed,25,2018
67471,YYZBS,2018-06-19,2,Confirmed,25,2018
67481,WDCSV,2018-04-20,1,Cancelled,16,2018
67488,WDCRO,2018-05-10,2,Confirmed,19,2018
67492,WDCDV,2018-05-22,3,Confirmed,21,2018
67519,WDCDP,2018-06-08,1,Cancelled,23,2018
67524,SMFKG,2018-06-19,1,Cancelled,25,2018
67528,SMFKG,2018-06-15,1,Confirmed,24,2018
67559,INTCH,2018-06-17,2,Cancelled,24,2018
67566,LAXSB,2018-06-19,2,Confirmed,25,2018
67567,LAXSB,2018-06-17,1,Cancelled,24,2018
67578,LAXGY,2018-06-14,2,Cancelled,24,2018
67589,BNAAE,2018-05-31,1,Confirmed,22,2018
67593,BALMN,2018-06-16,3,Confirmed,24,2018
67603,AUSVZ,2018-02-01,1,Cancelled,5,2018
67608,GCMSE,2018-06-07,1,Cancelled,23,2018
67617,DENBO,2018-05-31,1,Cancelled,22,2018
67628,LAXWE,2018-06-07,1,Confirmed,23,2018
67632,NTCME,2018-04-30,2,Cancelled,18,2018
67695,LAXWE,2018-06-17,4,Confirmed,24,2018
67699,MIAEP,2018-06-19,8,Confirmed,25,2018
67701,MIAEP,2018-06-20,5,Cancelled,25,2018
67715,MIAEP,2018-06-16,4,Confirmed,24,2018
67720,PSPNP,2018-06-16,1,Cancelled,24,2018
67722,SANPR,2018-05-23,1,Cancelled,21,2018
67727,SANPR,2018-05-19,1,Cancelled,20,2018
67730,SANPR,2018-05-15,2,Cancelled,20,2018
67731,SABCN,2018-06-03,2,Confirmed,22,2018
67736,SABCN,2018-06-18,1,Confirmed,25,2018
67744,SEAVP,2018-05-17,2,Cancelled,20,2018
67747,PSPNP,2018-05-05,3,Cancelled,18,2018
67749,SEAVP,2018-05-30,2,Confirmed,22,2018
67753,SEAPD,2018-06-07,3,Cancelled,23,2018
67756,SEAAX,2018-05-17,1,Confirmed,20,2018
67759,SBAGG,2018-06-05,2,Confirmed,23,2018
67761,SBAGG,2018-05-29,1,Confirmed,22,2018
67762,SAVKB,2018-06-20,2,Confirmed,25,2018
67763,SAVKB,2018-05-14,1,Confirmed,20,2018
67770,ORDCH,2018-05-21,2,Confirmed,21,2018
67775,PDXPM,2018-06-18,2,Confirmed,25,2018
67780,ORDTG,2018-06-19,3,Confirmed,25,2018
67783,ORDTG,2018-05-31,1,Cancelled,22,2018
67788,ORDCM,2018-06-01,1,Confirmed,22,2018
67792,ORDAL,2018-06-21,14,Confirmed,25,2018
67793,ORDAL,2018-06-19,15,Confirmed,25,2018
67794,SFOBC,2018-04-03,1,Cancelled,14,2018
67827,WDCPA,2018-06-07,4,Cancelled,23,2018
67833,WDCMA,2018-06-18,4,Confirmed,25,2018
67834,WDCMA,2018-05-17,1,Confirmed,20,2018
67836,WDCMA,2018-04-09,1,Cancelled,15,2018
67838,WDCLR,2018-05-27,1,Cancelled,21,2018
67845,WDCDV,2018-06-20,3,Confirmed,25,2018
67847,WDCDV,2018-06-17,2,Confirmed,24,2018
67848,WDCPA,2018-06-12,6,Confirmed,24,2018
67856,WDCSV,2018-06-21,1,Cancelled,25,2018
67857,WDCSV,2018-06-21,2,Confirmed,25,2018
67864,WDCRO,2018-05-22,1,Confirmed,21,2018
67872,WDCPA,2018-06-14,2,Confirmed,24,2018
67889,SFOBC,2018-06-20,2,Cancelled,25,2018
67890,SFOBC,2018-06-16,6,Confirmed,24,2018
67891,SFOBC,2018-06-14,2,Confirmed,24,2018
67893,SFOBC,2018-06-07,5,Confirmed,23,2018
67903,WDCDV,2018-05-15,1,Confirmed,20,2018
67906,WDCDP,2018-06-14,2,Confirmed,24,2018
67911,SMFKG,2018-06-18,1,Confirmed,25,2018
67912,SMFKG,2018-06-17,1,Cancelled,24,2018
67915,SLCSL,2018-05-07,1,Cancelled,19,2018
67966,LAXGY,2018-06-20,3,Cancelled,25,2018
67967,LAXGY,2018-06-19,5,Confirmed,25,2018
67969,LAXGY,2018-06-19,2,Cancelled,25,2018
67976,BOSNZ,2018-06-09,1,Cancelled,23,2018
67978,BOSNZ,2018-05-10,1,Cancelled,19,2018
67981,BNAAE,2018-04-23,3,Confirmed,17,2018
67986,BALMN,2018-06-14,1,Cancelled,24,2018
67991,AUSVZ,2018-06-14,2,Confirmed,24,2018
67998,DENBO,2018-02-21,2,Cancelled,8,2018
68002,INTCH,2018-06-14,1,Cancelled,24,2018
68019,DENBO,2018-05-10,1,Confirmed,19,2018
68022,GCMSE,2018-05-20,3,Cancelled,20,2018
68034,NTCME,2018-03-14,1,Confirmed,11,2018
68041,MIAVB,2018-06-20,1,Cancelled,25,2018
68079,MIAAG,2018-06-08,2,Confirmed,23,2018
68080,MIAAG,2018-05-24,1,Cancelled,21,2018
68107,MIAEP,2018-06-20,5,Confirmed,25,2018
68130,SANPR,2018-06-20,2,Cancelled,25,2018
68131,SANSO,2018-05-21,3,Cancelled,21,2018
68139,PITHM,2018-05-12,1,Cancelled,19,2018
68144,PSPNP,2018-04-30,3,Cancelled,18,2018
68145,PITHM,2018-06-20,1,Confirmed,25,2018
68149,PITHM,2018-05-02,2,Cancelled,18,2018
68150,PHXPX,2018-06-21,4,Confirmed,25,2018
68156,SAVKB,2018-06-18,1,Cancelled,25,2018
68160,SEAVP,2018-06-09,2,Confirmed,23,2018
68165,SEAPD,2018-06-13,1,Confirmed,24,2018
68167,SEAPD,2018-05-28,1,Cancelled,22,2018
68168,SEAPD,2018-05-23,1,Confirmed,21,2018
68176,SBAGG,2018-06-22,3,Confirmed,25,2018
68177,SBAGG,2018-06-08,1,Cancelled,23,2018
68179,SAVKB,2018-06-21,1,Cancelled,25,2018
68182,SAVKB,2018-06-19,4,Confirmed,25,2018
68192,ORDCH,2018-05-30,5,Confirmed,22,2018
68193,ORDCH,2018-05-28,6,Confirmed,22,2018
68194,ORDCH,2018-05-28,3,Cancelled,22,2018
68196,ORDCH,2018-04-30,1,Cancelled,18,2018
68202,ORDAL,2018-06-21,6,Cancelled,25,2018
68204,ORDAL,2018-06-17,8,Cancelled,24,2018
68215,ORDTG,2018-05-03,3,Cancelled,18,2018
68219,PHXPX,2018-05-14,3,Cancelled,20,2018
68220,PHLPP,2018-06-21,3,Confirmed,25,2018
68223,PHLPM,2018-06-21,4,Confirmed,25,2018
68228,PDXVP,2018-06-19,4,Confirmed,25,2018
68232,PDXPR,2018-06-20,1,Confirmed,25,2018
68235,PDXPM,2018-06-20,3,Confirmed,25,2018
68241,PDXPM,2018-05-27,1,Cancelled,21,2018
68242,PDXPM,2018-05-14,3,Cancelled,20,2018
68244,PDXPM,2018-03-21,2,Cancelled,12,2018
68245,PDXPM,2018-03-10,1,Cancelled,10,2018
68246,ORDTG,2018-06-07,5,Confirmed,23,2018
68248,WDCRG,2018-06-16,3,Confirmed,24,2018
68257,WDCPA,2018-05-10,1,Cancelled,19,2018
68261,WDCMO,2018-06-21,3,Confirmed,25,2018
68264,WDCMA,2018-05-23,2,Confirmed,21,2018
68269,WDCMA,2018-03-24,1,Confirmed,12,2018
68270,WDCLR,2018-06-21,4,Confirmed,25,2018
68277,WDCPA,2018-06-16,1,Confirmed,24,2018
68279,WDCPA,2018-06-18,2,Confirmed,25,2018
68280,WDCPA,2018-06-20,3,Cancelled,25,2018
68282,WDCTP,2018-06-21,2,Cancelled,25,2018
68286,WDCTP,2018-05-07,4,Confirmed,19,2018
68296,WDCRO,2018-06-11,3,Cancelled,24,2018
68299,WDCRO,2018-05-06,1,Cancelled,18,2018
68302,WDCRG,2018-06-21,3,Cancelled,25,2018
68307,WDCRG,2018-05-09,2,Confirmed,19,2018
68308,WDCPA,2018-06-20,3,Confirmed,25,2018
68331,SFOBC,2018-06-13,5,Confirmed,24,2018
68334,SFOBC,2018-06-08,3,Cancelled,23,2018
68337,SFOBC,2018-06-04,1,Confirmed,23,2018
68349,WDCDP,2018-06-05,4,Cancelled,23,2018
68356,SLCSL,2018-05-22,3,Confirmed,21,2018
68393,GCMSE,2018-06-16,1,Confirmed,24,2018
68398,DENDM,2018-06-16,3,Confirmed,24,2018
68399,DENDM,2018-06-16,1,Cancelled,24,2018
68408,LAXSB,2018-06-20,2,Cancelled,25,2018
68409,LAXSB,2018-06-15,2,Confirmed,24,2018
68420,LAXGY,2018-06-14,3,Confirmed,24,2018
68425,LAXGY,2018-06-10,3,Cancelled,23,2018
68439,BOSML,2018-06-20,6,Confirmed,25,2018
68450,BALMN,2018-06-22,3,Confirmed,25,2018
68452,BALMN,2018-06-20,1,Confirmed,25,2018
68471,DENBO,2018-06-06,2,Cancelled,23,2018
68481,CLTKM,2018-06-21,12,Confirmed,25,2018
68482,CLTKM,2018-05-27,4,Cancelled,21,2018
68484,CLTKM,2018-04-17,1,Cancelled,16,2018
68485,CLESH,2018-06-22,3,Confirmed,25,2018
68486,CLESH,2018-06-19,2,Cancelled,25,2018
68488,CLESH,2018-01-24,1,Cancelled,4,2018
68489,BOSOX,2018-06-08,1,Cancelled,23,2018
68504,MIAVB,2018-06-05,1,Cancelled,23,2018
68526,MIAEP,2018-06-21,4,Confirmed,25,2018
68560,NYCAA,2018-04-07,1,Cancelled,14,2018
68579,LAXWM,2018-06-03,2,Confirmed,22,2018
68581,LAXWM,2018-02-22,2,Cancelled,8,2018
68596,MIAEP,2018-06-13,14,Confirmed,24,2018
68599,MIAEP,2018-06-09,3,Confirmed,23,2018
68611,MIAAG,2018-05-13,2,Confirmed,19,2018
68612,MIAAG,2018-06-20,6,Confirmed,25,2018
68613,MIAAG,2018-06-22,2,Confirmed,25,2018
68616,MIAAG,2018-06-22,1,Cancelled,25,2018
68620,SANPR,2018-06-23,3,Confirmed,25,2018
68623,SANSO,2018-05-03,1,Cancelled,18,2018
68625,SANPR,2018-06-22,2,Cancelled,25,2018
68627,SAVKB,2018-05-12,3,Cancelled,19,2018
68630,SAVKB,2018-05-08,2,Cancelled,19,2018
68633,SAVKB,2018-05-28,1,Confirmed,22,2018
68638,SANPR,2018-06-06,1,Confirmed,23,2018
68643,SBAGG,2018-06-15,1,Cancelled,24,2018
68646,PHXPX,2018-06-15,4,Confirmed,24,2018
68653,PITHM,2018-06-19,1,Cancelled,25,2018
68654,PITHM,2018-06-19,3,Confirmed,25,2018
68664,SEAVP,2018-06-17,2,Cancelled,24,2018
68673,SFOBC,2018-05-09,2,Confirmed,19,2018
68679,PHXPX,2018-04-21,1,Confirmed,16,2018
68683,SEAVP,2018-04-17,2,Cancelled,16,2018
68688,SEAAX,2018-06-12,1,Cancelled,24,2018
68695,SEASM,2018-03-30,2,Cancelled,13,2018
68700,SBAGG,2018-06-23,7,Confirmed,25,2018
68701,PHLPP,2018-06-23,4,Confirmed,25,2018
68716,ORDCH,2018-06-01,1,Confirmed,22,2018
68717,ORDCH,2018-06-03,1,Confirmed,22,2018
68721,ORDCM,2018-04-27,2,Cancelled,17,2018
68738,ORDAL,2018-05-16,13,Confirmed,20,2018
68745,ORDCM,2018-05-01,1,Cancelled,18,2018
68749,PDXPR,2018-04-11,2,Confirmed,15,2018
68752,PDXPR,2018-06-22,1,Confirmed,25,2018
68755,PDXVP,2018-04-12,1,Confirmed,15,2018
68758,PHLPM,2018-02-14,1,Cancelled,7,2018
68759,PHLPM,2018-04-05,1,Confirmed,14,2018
68760,PHLPM,2018-05-21,1,Cancelled,21,2018
68768,ORDCM,2018-06-07,1,Confirmed,23,2018
68769,ORDCM,2018-06-13,1,Confirmed,24,2018
68771,ORDTG,2018-04-19,2,Cancelled,16,2018
68775,ORDTG,2018-05-10,2,Confirmed,19,2018
68776,ORDTG,2018-05-17,3,Cancelled,20,2018
68779,ORDTG,2018-06-15,4,Cancelled,24,2018
68782,ORDTG,2018-06-16,2,Cancelled,24,2018
68785,ORDTG,2018-06-21,5,Cancelled,25,2018
68787,PHLPP,2018-06-14,3,Confirmed,24,2018
68790,SFOBC,2018-06-22,2,Confirmed,25,2018
68792,WDCMO,2018-06-22,2,Confirmed,25,2018
68795,WDCPA,2018-03-23,2,Cancelled,12,2018
68806,WDCPA,2018-06-02,6,Confirmed,22,2018
68809,WDCPA,2018-06-09,1,Cancelled,23,2018
68810,WDCMO,2018-06-02,1,Cancelled,22,2018
68812,WDCLR,2018-06-11,1,Confirmed,24,2018
68813,WDCLR,2018-06-13,1,Confirmed,24,2018
68819,WDCMA,2018-05-19,1,Cancelled,20,2018
68821,WDCMA,2018-06-20,1,Cancelled,25,2018
68824,WDCMO,2018-04-28,2,Confirmed,17,2018
68826,WDCMO,2018-05-02,1,Confirmed,18,2018
68831,WDCRO,2018-06-21,5,Confirmed,25,2018
68836,WDCSV,2018-06-03,1,Cancelled,22,2018
68837,WDCSV,2018-06-19,2,Confirmed,25,2018
68839,WDCRO,2018-06-19,4,Confirmed,25,2018
68842,WDCTP,2018-05-25,2,Confirmed,21,2018
68843,WDCTP,2018-06-09,1,Confirmed,23,2018
68844,WDCTP,2018-06-22,6,Confirmed,25,2018
68846,WDCTP,2018-06-22,7,Cancelled,25,2018
68853,WDCRG,2018-03-05,1,Cancelled,10,2018
68856,WDCRG,2018-04-28,1,Cancelled,17,2018
68861,WDCRG,2018-05-12,4,Confirmed,19,2018
68863,WDCRG,2018-06-16,2,Cancelled,24,2018
68865,WDCRG,2018-06-18,3,Confirmed,25,2018
68871,WDCRO,2018-06-01,1,Cancelled,22,2018
68875,WDCHG,2018-05-10,1,Cancelled,19,2018
68922,WDCDV,2018-05-02,1,Cancelled,18,2018
68926,WDCDV,2018-06-21,1,Confirmed,25,2018
68927,WDCDV,2018-06-22,4,Confirmed,25,2018
68932,WDCHG,2018-04-25,1,Cancelled,17,2018
68933,WDCDV,2018-06-18,2,Confirmed,25,2018
68942,SLCSL,2018-06-17,1,Confirmed,24,2018
68943,SLCSL,2018-06-20,1,Cancelled,25,2018
68944,SLCSL,2018-06-21,2,Confirmed,25,2018
68945,SLCSL,2018-06-23,3,Cancelled,25,2018
68947,SMFKG,2018-05-17,1,Confirmed,20,2018
68948,SMFKG,2018-06-13,2,Confirmed,24,2018
68952,SMFKG,2018-06-22,2,Cancelled,25,2018
68954,WDCHG,2018-05-12,1,Confirmed,19,2018
68962,GCMSE,2018-05-24,1,Confirmed,21,2018
68965,INTCH,2018-05-31,1,Cancelled,22,2018
68967,INTCH,2018-06-04,1,Cancelled,23,2018
68970,INTCH,2018-06-19,1,Confirmed,25,2018
68974,INTCH,2018-06-10,3,Confirmed,23,2018
68985,DENDM,2018-06-10,1,Confirmed,23,2018
68991,DENBO,2018-06-16,2,Cancelled,24,2018
68992,DENBO,2018-06-20,3,Confirmed,25,2018
69000,LAXGY,2018-06-23,4,Confirmed,25,2018
69008,LAXSB,2018-05-12,3,Confirmed,19,2018
69015,LAXSB,2018-05-07,1,Cancelled,19,2018
69033,LAXGY,2018-06-08,3,Confirmed,23,2018
69040,CLTKM,2018-06-22,5,Confirmed,25,2018
69049,BNAAE,2018-06-20,2,Cancelled,25,2018
69051,BOSML,2018-05-31,1,Cancelled,22,2018
69054,BOSML,2018-06-05,6,Confirmed,23,2018
69057,BNAAE,2018-04-13,2,Confirmed,15,2018
69059,BALMN,2018-06-18,3,Confirmed,25,2018
69063,AUSVZ,2018-03-14,1,Cancelled,11,2018
69064,AUSVZ,2018-04-09,2,Cancelled,15,2018
69069,AUSVZ,2018-05-30,2,Cancelled,22,2018
69070,AUSVZ,2018-06-05,3,Confirmed,23,2018
69071,AUSVZ,2018-06-10,2,Confirmed,23,2018
69073,AUSVZ,2018-06-17,4,Confirmed,24,2018
