,Mnemonic Code,Day of Confirmation Date,Bookings,Booking Status,Week_Number,year
125584,NYCIK,2016-07-23,7,Confirmed,29,2016
125588,NYCIK,2016-07-20,8,Cancelled,29,2016
125599,NYCIK,2016-06-13,11,Confirmed,24,2016
126132,MIASS,2016-07-16,13,Confirmed,28,2016
126135,MIASS,2016-07-24,25,Confirmed,29,2016
126261,SFODR,2016-07-03,13,Confirmed,26,2016
126269,SFODR,2016-07-14,19,Confirmed,28,2016
126653,NYCIK,2016-06-05,7,Confirmed,22,2016
126662,NYCIK,2016-07-20,8,Confirmed,29,2016
126665,NYCIK,2016-07-24,9,Confirmed,29,2016
126696,NYCIK,2016-02-07,4,Cancelled,5,2016
126754,LAXWP,2016-05-22,9,Cancelled,20,2016
127164,MIASS,2016-07-03,11,Confirmed,26,2016
127646,LAXWP,2016-07-21,33,Cancelled,29,2016
127657,LAXWP,2016-07-25,18,Confirmed,30,2016
127660,LAXWP,2016-07-24,30,Cancelled,29,2016
127668,NYCIK,2016-07-25,8,Confirmed,30,2016
128109,MIASS,2016-06-15,12,Confirmed,24,2016
128199,MIASS,2016-07-26,22,Confirmed,30,2016
128236,SFODR,2016-07-26,19,Confirmed,30,2016
128618,NYCIK,2016-05-27,3,Cancelled,21,2016
128639,LAXWP,2016-07-17,26,Cancelled,28,2016
129079,MIASS,2016-07-17,21,Cancelled,28,2016
129080,MIASS,2016-07-18,17,Cancelled,29,2016
129105,MIASS,2016-05-08,7,Cancelled,18,2016
129109,MIASS,2016-06-02,4,Confirmed,22,2016
129150,MIASS,2016-07-27,18,Cancelled,30,2016
129151,MIASS,2016-07-27,18,Confirmed,30,2016
129185,SFODR,2016-07-19,15,Cancelled,29,2016
129230,SFODR,2016-06-13,9,Cancelled,24,2016
129543,NYCIK,2016-07-15,9,Confirmed,28,2016
129550,NYCIK,2016-07-24,9,Cancelled,29,2016
129551,NYCIK,2016-07-27,8,Confirmed,30,2016
129625,LAXWP,2016-07-27,15,Confirmed,30,2016
129649,LAXWP,2016-07-26,14,Confirmed,30,2016
129935,LAXWP,2016-07-28,26,Confirmed,30,2016
130036,MIASS,2016-06-28,13,Confirmed,26,2016
130130,MIASS,2016-07-28,15,Cancelled,30,2016
130131,MIASS,2016-07-28,15,Confirmed,30,2016
130180,SFODR,2016-07-23,14,Confirmed,29,2016
130286,SFODR,2016-07-24,19,Cancelled,29,2016
130659,NYCIK,2016-07-26,12,Confirmed,30,2016
130961,LAXWP,2016-07-29,33,Confirmed,30,2016
130996,LAXWP,2016-07-29,33,Cancelled,30,2016
131002,LAXWP,2016-07-13,19,Cancelled,28,2016
131010,LAXWP,2016-07-05,12,Confirmed,27,2016
131029,LAXWP,2016-07-23,22,Cancelled,29,2016
131363,SFODR,2016-07-18,17,Confirmed,29,2016
131409,SFODR,2016-07-29,16,Confirmed,30,2016
131412,SFODR,2016-07-28,13,Confirmed,30,2016
131413,SFODR,2016-07-25,22,Confirmed,30,2016
131415,SFODR,2016-07-24,19,Confirmed,29,2016
131849,NYCIK,2016-07-25,8,Cancelled,30,2016
131851,NYCIK,2016-07-18,18,Cancelled,29,2016
132258,LAXWP,2016-07-30,22,Cancelled,30,2016
132259,LAXWP,2016-07-30,22,Confirmed,30,2016
132320,LAXWP,2016-07-28,26,Cancelled,30,2016
132545,MIASS,2016-07-23,14,Cancelled,29,2016
132662,SFODR,2016-07-30,24,Cancelled,30,2016
132666,SFODR,2016-07-22,19,Cancelled,29,2016
132698,SFODR,2016-06-22,11,Cancelled,25,2016
132719,SFODR,2016-07-17,19,Cancelled,28,2016
132721,SFODR,2016-07-15,15,Cancelled,28,2016
132725,SFODR,2016-07-10,14,Confirmed,27,2016
132729,SFODR,2016-07-01,17,Cancelled,26,2016
133202,NYCIK,2016-07-29,11,Confirmed,30,2016
133203,NYCIK,2016-07-26,12,Cancelled,30,2016
133678,MIASS,2016-07-10,18,Cancelled,27,2016
133688,MIASS,2016-07-31,8,Confirmed,30,2016
133695,MIASS,2016-07-29,14,Confirmed,30,2016
134251,NYCIK,2016-07-30,7,Confirmed,30,2016
134298,NYCIK,2016-04-09,7,Confirmed,14,2016
134364,LAXWP,2016-07-31,18,Confirmed,30,2016
134984,SFODR,2016-07-30,24,Confirmed,30,2016
135300,LAXWP,2016-06-02,6,Cancelled,22,2016
135402,LAXWP,2016-08-01,15,Confirmed,31,2016
135823,MIASS,2016-08-02,11,Confirmed,31,2016
136020,SFODR,2016-08-02,23,Confirmed,31,2016
136049,SFODR,2016-07-31,17,Confirmed,30,2016
136306,LAXWP,2016-07-18,19,Cancelled,29,2016
136328,LAXWP,2016-08-02,30,Confirmed,31,2016
136339,NYCIK,2016-08-02,24,Confirmed,31,2016
136426,NYCIK,2016-07-07,10,Cancelled,27,2016
136799,MIASS,2016-07-29,14,Cancelled,30,2016
136809,MIASS,2016-08-02,11,Cancelled,31,2016
136811,MIASS,2016-08-03,14,Confirmed,31,2016
136845,MIASS,2016-06-27,10,Cancelled,26,2016
136854,MIASS,2016-07-19,19,Cancelled,29,2016
137310,LAXWP,2016-08-02,30,Cancelled,31,2016
137317,LAXWP,2016-08-03,34,Confirmed,31,2016
137923,MIASS,2016-08-04,12,Confirmed,31,2016
138042,SFODR,2016-08-01,26,Confirmed,31,2016
138044,SFODR,2016-08-03,23,Confirmed,31,2016
138046,SFODR,2016-08-04,18,Confirmed,31,2016
138348,NYCIK,2016-08-02,24,Cancelled,31,2016
138413,LAXWP,2016-08-04,31,Confirmed,31,2016
138778,LAXWP,2016-08-05,16,Confirmed,31,2016
138906,MIASS,2016-07-08,14,Cancelled,27,2016
139013,MIASS,2016-08-05,10,Confirmed,31,2016
139015,MIASS,2016-08-04,12,Cancelled,31,2016
139126,SFODR,2016-08-05,12,Confirmed,31,2016
139129,SFODR,2016-08-04,18,Cancelled,31,2016
139157,SFODR,2016-08-01,26,Cancelled,31,2016
139178,SFODR,2016-07-20,11,Cancelled,29,2016
139180,SFODR,2016-07-20,11,Confirmed,29,2016
139182,SFODR,2016-07-19,15,Confirmed,29,2016
139536,NYCIK,2016-04-26,11,Confirmed,17,2016
139592,LAXWP,2016-07-27,15,Cancelled,30,2016
139594,LAXWP,2016-07-22,25,Cancelled,29,2016
139602,LAXWP,2016-08-01,15,Cancelled,31,2016
139630,NYCIK,2016-08-03,10,Confirmed,31,2016
139632,NYCIK,2016-07-31,9,Confirmed,30,2016
140167,MIASS,2016-08-05,10,Cancelled,31,2016
140438,SFODR,2016-07-31,17,Cancelled,30,2016
140442,SFODR,2016-07-26,19,Cancelled,30,2016
140815,NYCIK,2016-06-04,1,Confirmed,22,2016
140839,NYCIK,2016-08-04,10,Confirmed,31,2016
140894,LAXWP,2016-08-06,20,Confirmed,31,2016
141410,MIASS,2016-07-22,27,Cancelled,29,2016
141412,MIASS,2016-07-24,25,Cancelled,29,2016
141419,MIASS,2016-07-30,4,Cancelled,30,2016
141428,MIASS,2016-08-06,5,Confirmed,31,2016
141429,MIASS,2016-08-07,19,Confirmed,31,2016
141461,MIASS,2016-04-16,15,Confirmed,15,2016
141545,SFODR,2016-07-09,7,Cancelled,27,2016
141547,SFODR,2016-07-13,20,Cancelled,28,2016
141606,SFODR,2016-08-03,23,Cancelled,31,2016
141999,NYCIK,2016-08-05,10,Confirmed,31,2016
142056,LAXWP,2016-08-07,26,Confirmed,31,2016
142062,LAXWP,2016-08-08,15,Confirmed,32,2016
142179,NYCIK,2016-01-11,5,Cancelled,2,2016
142564,MIASS,2016-05-24,9,Cancelled,21,2016
142582,SFODR,2016-07-27,7,Confirmed,30,2016
142915,NYCIK,2016-06-18,3,Cancelled,24,2016
142916,NYCIK,2016-06-19,12,Cancelled,24,2016
142924,NYCIK,2016-07-15,9,Cancelled,28,2016
142938,NYCIK,2016-08-07,4,Confirmed,31,2016
142959,NYCIK,2016-04-14,10,Cancelled,15,2016
142968,NYCIK,2016-08-08,8,Confirmed,32,2016
142980,LAXWP,2016-08-06,20,Cancelled,31,2016
143001,LAXWP,2016-02-21,2,Cancelled,7,2016
143002,LAXWP,2016-02-21,2,Confirmed,7,2016
143008,LAXWP,2016-05-27,4,Cancelled,21,2016
143009,LAXWP,2016-06-03,5,Cancelled,22,2016
143392,MIASS,2016-08-09,9,Confirmed,32,2016
143399,MIASS,2016-07-25,19,Confirmed,30,2016
143412,MIASS,2016-08-08,19,Confirmed,32,2016
143413,MIASS,2016-08-08,19,Cancelled,32,2016
143544,MIASS,2016-07-05,10,Cancelled,27,2016
143558,MIASS,2016-07-09,13,Cancelled,27,2016
143821,NYCIK,2016-07-19,12,Cancelled,29,2016
143875,LAXWP,2016-08-09,18,Confirmed,32,2016
144258,MIASS,2016-08-10,17,Cancelled,32,2016
144419,MIASS,2016-07-16,13,Cancelled,28,2016
144770,LAXWP,2016-08-10,31,Confirmed,32,2016
144786,LAXWP,2016-03-21,8,Cancelled,12,2016
145183,MIASS,2016-08-11,18,Cancelled,32,2016
145210,MIASS,2016-08-07,19,Cancelled,31,2016
145324,SFODR,2016-08-08,33,Confirmed,32,2016
145401,MIASS,2016-05-10,10,Cancelled,19,2016
145729,NYCIK,2016-08-10,16,Cancelled,32,2016
145730,NYCIK,2016-08-10,16,Confirmed,32,2016
145731,NYCIK,2016-08-11,10,Confirmed,32,2016
145783,LAXWP,2016-08-11,19,Confirmed,32,2016
145839,LAXWP,2016-08-10,31,Cancelled,32,2016
146334,MIASS,2016-08-06,5,Cancelled,31,2016
146340,MIASS,2016-08-03,14,Cancelled,31,2016
146342,MIASS,2016-08-01,6,Cancelled,31,2016
146351,MIASS,2016-08-10,17,Confirmed,32,2016
146368,MIASS,2016-08-12,6,Confirmed,32,2016
146646,SFODR,2016-07-25,22,Cancelled,30,2016
146679,SFODR,2016-08-11,21,Confirmed,32,2016
146680,SFODR,2016-08-05,12,Cancelled,31,2016
147061,NYCIK,2016-08-05,10,Cancelled,31,2016
147070,NYCIK,2016-07-30,7,Cancelled,30,2016
147075,NYCIK,2016-08-12,4,Confirmed,32,2016
147077,NYCIK,2016-08-09,13,Cancelled,32,2016
147135,LAXWP,2016-08-12,25,Confirmed,32,2016
147211,LAXWP,2016-08-08,15,Cancelled,32,2016
147764,MIASS,2016-08-13,7,Cancelled,32,2016
147766,MIASS,2016-08-12,6,Cancelled,32,2016
148122,SFODR,2016-08-06,6,Confirmed,31,2016
148527,NYCIK,2016-06-14,10,Cancelled,24,2016
148589,NYCIK,2016-07-28,10,Confirmed,30,2016
148596,LAXWP,2016-08-09,18,Cancelled,32,2016
148606,LAXWP,2016-08-03,34,Cancelled,31,2016
148620,LAXWP,2016-08-13,12,Confirmed,32,2016
148636,LAXWP,2016-02-05,2,Cancelled,5,2016
148648,NYCIK,2016-08-09,13,Confirmed,32,2016
149045,LAXWP,2016-08-14,20,Confirmed,32,2016
149047,LAXWP,2016-08-14,20,Cancelled,32,2016
149162,MIASS,2016-08-13,7,Confirmed,32,2016
149180,MIASS,2016-07-26,22,Cancelled,30,2016
149204,MIASS,2016-07-20,33,Cancelled,29,2016
149213,MIASS,2016-06-28,13,Cancelled,26,2016
149405,SFODR,2016-08-14,25,Confirmed,32,2016
149408,SFODR,2016-08-13,11,Confirmed,32,2016
149792,LAXWP,2016-07-03,21,Cancelled,26,2016
149820,LAXWP,2016-07-26,14,Cancelled,30,2016
149849,NYCIK,2016-08-03,10,Cancelled,31,2016
149850,LAXWP,2016-04-27,8,Cancelled,17,2016
150281,MIASS,2016-07-06,7,Cancelled,27,2016
150766,LAXWP,2016-08-15,15,Confirmed,33,2016
150767,LAXWP,2016-08-15,15,Cancelled,33,2016
151155,MIASS,2016-08-11,18,Confirmed,32,2016
151157,MIASS,2016-08-15,7,Confirmed,33,2016
151610,NYCIK,2016-08-08,8,Cancelled,32,2016
151690,LAXWP,2016-08-12,25,Cancelled,32,2016
152037,MIASS,2016-08-09,9,Cancelled,32,2016
152043,MIASS,2016-08-14,6,Cancelled,32,2016
152136,MIASS,2016-05-22,3,Confirmed,20,2016
152476,NYCIK,2016-08-14,8,Cancelled,32,2016
152477,NYCIK,2016-08-17,12,Cancelled,33,2016
152521,NYCIK,2016-07-29,11,Cancelled,30,2016
152557,LAXWP,2016-08-17,13,Confirmed,33,2016
152981,MIASS,2016-05-12,10,Cancelled,19,2016
152982,MIASS,2016-05-14,9,Cancelled,19,2016
153088,SFODR,2016-07-27,7,Cancelled,30,2016
153521,LAXWP,2016-08-18,15,Confirmed,33,2016
154049,MIASS,2016-08-18,4,Confirmed,33,2016
154050,MIASS,2016-08-16,12,Confirmed,33,2016
154307,SFODR,2016-08-07,12,Cancelled,31,2016
154309,SFODR,2016-08-02,23,Cancelled,31,2016
154324,SFODR,2016-08-11,21,Cancelled,32,2016
154325,SFODR,2016-08-15,28,Confirmed,33,2016
154326,SFODR,2016-08-16,14,Confirmed,33,2016
154775,LAXWP,2016-08-19,14,Confirmed,33,2016
154801,NYCIK,2016-08-14,8,Confirmed,32,2016
155353,MIASS,2016-08-19,14,Cancelled,33,2016
155355,MIASS,2016-08-17,4,Confirmed,33,2016
155640,SFODR,2016-08-15,28,Cancelled,33,2016
155641,SFODR,2016-08-07,12,Confirmed,31,2016
156015,NYCIK,2016-08-15,8,Confirmed,33,2016
156101,LAXWP,2016-08-21,19,Confirmed,33,2016
156102,LAXWP,2016-08-20,11,Confirmed,33,2016
156105,LAXWP,2016-08-16,15,Confirmed,33,2016
156114,LAXWP,2016-08-07,26,Cancelled,31,2016
156141,LAXWP,2016-08-04,31,Cancelled,31,2016
156142,LAXWP,2016-07-19,20,Cancelled,29,2016
156149,LAXWP,2016-07-11,9,Cancelled,28,2016
156167,LAXWP,2016-07-31,18,Cancelled,30,2016
156176,LAXWP,2016-07-25,18,Cancelled,30,2016
156676,MIASS,2016-06-04,5,Confirmed,22,2016
156677,MIASS,2016-05-22,3,Cancelled,20,2016
156798,SFODR,2016-08-17,29,Confirmed,33,2016
156799,SFODR,2016-08-12,15,Confirmed,32,2016
156849,SFODR,2016-08-18,18,Confirmed,33,2016
156850,SFODR,2016-08-20,18,Confirmed,33,2016
156851,SFODR,2016-08-21,16,Confirmed,33,2016
156900,SFODR,2016-08-16,14,Cancelled,33,2016
157238,LAXWP,2016-07-06,13,Cancelled,27,2016
157263,LAXWP,2016-04-14,4,Cancelled,15,2016
157777,MIASS,2016-07-07,10,Cancelled,27,2016
157859,SFODR,2016-07-21,15,Cancelled,29,2016
157912,SFODR,2016-08-22,20,Confirmed,34,2016
158287,LAXWP,2016-08-22,27,Confirmed,34,2016
158290,LAXWP,2016-08-22,27,Cancelled,34,2016
158709,MIASS,2016-08-16,12,Cancelled,33,2016
158853,SFODR,2016-07-23,14,Cancelled,29,2016
158870,SFODR,2016-08-19,29,Cancelled,33,2016
158871,SFODR,2016-08-19,29,Confirmed,33,2016
159241,NYCIK,2016-08-19,6,Cancelled,33,2016
159289,LAXWP,2016-08-23,17,Confirmed,34,2016
159293,LAXWP,2016-08-21,19,Cancelled,33,2016
159294,LAXWP,2016-08-24,22,Confirmed,34,2016
159302,NYCIK,2016-08-16,6,Confirmed,33,2016
159687,MIASS,2016-08-24,8,Confirmed,34,2016
159828,SFODR,2016-08-09,25,Cancelled,32,2016
159829,SFODR,2016-08-10,20,Cancelled,32,2016
159841,SFODR,2016-08-23,16,Confirmed,34,2016
160188,NYCIK,2016-01-21,2,Confirmed,3,2016
160200,NYCIK,2016-08-22,19,Confirmed,34,2016
160808,SFODR,2016-08-25,17,Confirmed,34,2016
160832,SFODR,2016-08-09,25,Confirmed,32,2016
161218,NYCIK,2016-07-13,12,Cancelled,28,2016
161224,NYCIK,2016-08-04,10,Cancelled,31,2016
161227,NYCIK,2016-08-23,17,Cancelled,34,2016
161295,LAXWP,2016-08-17,13,Cancelled,33,2016
161296,LAXWP,2016-08-19,14,Cancelled,33,2016
161709,LAXWP,2016-08-25,18,Confirmed,34,2016
161726,LAXWP,2016-08-26,15,Confirmed,34,2016
161843,MIASS,2016-08-26,8,Confirmed,34,2016
161855,MIASS,2016-07-25,19,Cancelled,30,2016
162017,SFODR,2016-08-10,20,Confirmed,32,2016
162021,SFODR,2016-08-08,33,Cancelled,32,2016
162078,SFODR,2016-08-12,15,Cancelled,32,2016
162137,SFODR,2016-08-24,22,Confirmed,34,2016
162138,SFODR,2016-08-23,16,Cancelled,34,2016
162167,LAXWP,2016-08-20,11,Cancelled,33,2016
162513,NYCIK,2016-08-24,13,Cancelled,34,2016
162514,NYCIK,2016-08-24,13,Confirmed,34,2016
162515,NYCIK,2016-08-23,17,Confirmed,34,2016
162518,NYCIK,2016-08-06,7,Confirmed,31,2016
162582,NYCIK,2016-04-12,7,Cancelled,15,2016
162597,LAXWP,2016-06-24,7,Cancelled,25,2016
162630,LAXWP,2016-08-16,15,Cancelled,33,2016
163112,LAXWP,2016-08-27,17,Confirmed,34,2016
163356,MIASS,2016-08-26,8,Cancelled,34,2016
163357,MIASS,2016-08-25,5,Confirmed,34,2016
163359,MIASS,2016-08-22,3,Cancelled,34,2016
163521,SFODR,2016-08-17,29,Cancelled,33,2016
163526,SFODR,2016-08-14,25,Cancelled,32,2016
163560,SFODR,2016-08-27,8,Confirmed,34,2016
163927,NYCIK,2016-06-07,4,Confirmed,23,2016
164457,LAXWP,2016-08-28,15,Confirmed,34,2016
164773,SFODR,2016-08-18,18,Cancelled,33,2016
164777,SFODR,2016-08-28,24,Cancelled,34,2016
165059,NYCIK,2016-07-28,10,Cancelled,30,2016
165061,NYCIK,2016-08-01,8,Confirmed,31,2016
165065,NYCIK,2016-08-25,15,Cancelled,34,2016
165066,NYCIK,2016-08-25,15,Confirmed,34,2016
165067,NYCIK,2016-08-28,20,Confirmed,34,2016
165404,LAXWP,2016-08-29,7,Confirmed,35,2016
165676,SFODR,2016-08-29,14,Confirmed,35,2016
166018,NYCIK,2016-08-26,14,Confirmed,34,2016
166019,NYCIK,2016-08-29,10,Confirmed,35,2016
166241,LAXWP,2016-08-30,11,Cancelled,35,2016
166745,NYCIK,2016-05-29,7,Cancelled,21,2016
166802,NYCIK,2016-08-27,13,Confirmed,34,2016
167044,LAXWP,2016-08-30,11,Confirmed,35,2016
167046,LAXWP,2016-08-31,12,Confirmed,35,2016
167129,MIASS,2016-08-29,6,Confirmed,35,2016
167131,MIASS,2016-08-29,6,Cancelled,35,2016
167290,SFODR,2016-08-30,18,Confirmed,35,2016
167304,SFODR,2016-08-20,18,Cancelled,33,2016
167306,SFODR,2016-08-22,20,Cancelled,34,2016
167517,NYCIK,2016-07-10,6,Cancelled,27,2016
167519,NYCIK,2016-07-21,10,Cancelled,29,2016
167529,NYCIK,2016-08-31,17,Confirmed,35,2016
167846,LAXWP,2016-09-01,11,Confirmed,35,2016
167958,MIASS,2016-07-11,19,Cancelled,28,2016
168015,MIASS,2016-08-24,8,Cancelled,34,2016
168048,MIASS,2016-08-27,8,Cancelled,34,2016
168150,SFODR,2016-08-27,8,Cancelled,34,2016
168153,SFODR,2016-09-01,15,Confirmed,35,2016
168902,LAXWP,2016-08-13,12,Cancelled,32,2016
168924,NYCIK,2016-08-28,20,Cancelled,34,2016
168930,NYCIK,2016-08-27,13,Cancelled,34,2016
168933,NYCIK,2016-08-26,14,Cancelled,34,2016
168937,NYCIK,2016-08-22,19,Cancelled,34,2016
168938,NYCIK,2016-08-30,10,Confirmed,35,2016
168957,NYCIK,2016-09-01,15,Cancelled,35,2016
169023,LAXWP,2016-08-24,22,Cancelled,34,2016
169032,LAXWP,2016-09-02,9,Confirmed,35,2016
169398,SFODR,2016-09-02,17,Confirmed,35,2016
169885,NYCIK,2016-07-17,5,Cancelled,28,2016
169910,NYCIK,2016-08-20,5,Confirmed,33,2016
169911,NYCIK,2016-08-18,9,Confirmed,33,2016
169912,NYCIK,2016-08-18,9,Cancelled,33,2016
169914,NYCIK,2016-08-16,6,Cancelled,33,2016
169915,NYCIK,2016-08-13,2,Confirmed,32,2016
169942,NYCIK,2016-01-20,5,Cancelled,3,2016
169961,NYCIK,2016-04-16,2,Cancelled,15,2016
170423,NYCIK,2016-09-02,21,Confirmed,35,2016
170425,NYCIK,2016-09-01,15,Confirmed,35,2016
170435,NYCIK,2016-08-31,17,Cancelled,35,2016
170444,NYCIK,2016-08-30,10,Cancelled,35,2016
170446,NYCIK,2016-09-03,24,Confirmed,35,2016
170541,LAXWP,2016-09-03,10,Confirmed,35,2016
170614,MIASS,2016-09-02,7,Confirmed,35,2016
170908,SFODR,2016-09-03,21,Confirmed,35,2016
170911,SFODR,2016-08-28,24,Confirmed,34,2016
170914,SFODR,2016-08-26,10,Cancelled,34,2016
170918,SFODR,2016-08-21,16,Cancelled,33,2016
171570,NYCIK,2016-08-21,6,Cancelled,33,2016
171581,NYCIK,2016-08-29,10,Cancelled,35,2016
171606,NYCIK,2016-08-12,4,Cancelled,32,2016
171641,NYCIK,2016-08-06,7,Cancelled,31,2016
171649,NYCIK,2016-08-01,8,Cancelled,31,2016
172086,LAXWP,2016-08-27,17,Cancelled,34,2016
172101,LAXWP,2016-09-04,15,Confirmed,35,2016
172230,MIASS,2016-09-04,8,Cancelled,35,2016
172231,MIASS,2016-09-04,8,Confirmed,35,2016
172233,MIASS,2016-09-01,5,Confirmed,35,2016
172234,MIASS,2016-08-30,6,Confirmed,35,2016
172468,SFODR,2016-09-04,21,Confirmed,35,2016
172469,SFODR,2016-09-04,21,Cancelled,35,2016
172500,SFODR,2016-07-29,16,Cancelled,30,2016
173003,NYCIK,2016-07-27,8,Cancelled,30,2016
173011,NYCIK,2016-08-21,6,Confirmed,33,2016
173013,NYCIK,2016-08-19,6,Confirmed,33,2016
173026,NYCIK,2016-09-04,9,Confirmed,35,2016
173331,LAXWP,2016-09-05,13,Confirmed,36,2016
173420,MIASS,2016-08-19,14,Confirmed,33,2016
173567,SFODR,2016-08-24,22,Cancelled,34,2016
173854,NYCIK,2016-09-05,9,Cancelled,36,2016
173855,NYCIK,2016-09-05,9,Confirmed,36,2016
173879,NYCIK,2016-06-03,5,Cancelled,22,2016
173903,LAXWP,2016-08-28,15,Cancelled,34,2016
173910,LAXWP,2016-09-02,9,Cancelled,35,2016
174015,NYCIK,2016-03-26,8,Confirmed,12,2016
174332,SFODR,2016-08-26,10,Confirmed,34,2016
174367,SFODR,2016-08-13,11,Cancelled,32,2016
174655,LAXWP,2016-09-05,13,Cancelled,36,2016
174686,NYCIK,2016-07-06,7,Cancelled,27,2016
174996,MIASS,2016-05-20,8,Cancelled,20,2016
175406,LAXWP,2016-09-06,10,Confirmed,36,2016
175704,MIASS,2016-08-15,7,Cancelled,33,2016
175804,SFODR,2016-09-07,16,Confirmed,36,2016
176097,LAXWP,2016-08-26,15,Cancelled,34,2016
176160,LAXWP,2016-09-08,9,Confirmed,36,2016
176235,NYCIK,2016-09-06,14,Confirmed,36,2016
176236,NYCIK,2016-09-08,6,Confirmed,36,2016
176253,NYCIK,2016-09-02,21,Cancelled,35,2016
176540,MIASS,2016-07-31,8,Cancelled,30,2016
176552,MIASS,2016-09-09,8,Confirmed,36,2016
176675,SFODR,2016-08-06,6,Cancelled,31,2016
176755,SFODR,2016-08-29,14,Cancelled,35,2016
176760,SFODR,2016-09-06,26,Cancelled,36,2016
176763,SFODR,2016-09-08,12,Confirmed,36,2016
177062,NYCIK,2016-08-11,10,Cancelled,32,2016
177090,LAXWP,2016-09-09,11,Confirmed,36,2016
177125,LAXWP,2016-08-05,16,Cancelled,31,2016
177139,LAXWP,2016-08-25,18,Cancelled,34,2016
177141,LAXWP,2016-08-29,7,Cancelled,35,2016
177460,LAXWP,2016-09-10,4,Confirmed,36,2016
177463,LAXWP,2016-09-08,9,Cancelled,36,2016
177629,MIASS,2016-09-10,12,Cancelled,36,2016
177630,MIASS,2016-09-10,12,Confirmed,36,2016
177784,SFODR,2016-09-09,13,Confirmed,36,2016
177829,SFODR,2016-08-31,20,Cancelled,35,2016
177830,SFODR,2016-08-30,18,Cancelled,35,2016
178570,LAXWP,2016-09-06,10,Cancelled,36,2016
178574,LAXWP,2016-09-09,11,Cancelled,36,2016
178740,MIASS,2016-09-11,7,Confirmed,36,2016
178832,SFODR,2016-08-25,17,Cancelled,34,2016
179141,NYCIK,2016-09-04,9,Cancelled,35,2016
179449,LAXWP,2016-08-31,12,Cancelled,35,2016
179459,LAXWP,2016-09-12,10,Confirmed,37,2016
179542,MIASS,2016-05-31,3,Cancelled,22,2016
179574,MIASS,2016-08-14,6,Confirmed,32,2016
179614,MIASS,2016-08-31,3,Cancelled,35,2016
179619,MIASS,2016-09-05,3,Confirmed,36,2016
179620,MIASS,2016-09-12,7,Cancelled,37,2016
179687,SFODR,2016-09-06,26,Confirmed,36,2016
179689,SFODR,2016-09-11,14,Confirmed,36,2016
180002,NYCIK,2016-08-17,12,Confirmed,33,2016
180370,MIASS,2016-08-23,4,Confirmed,34,2016
180378,MIASS,2016-09-03,2,Confirmed,35,2016
180381,MIASS,2016-09-13,8,Confirmed,37,2016
180754,NYCIK,2016-09-12,11,Confirmed,37,2016
181101,MIASS,2016-08-21,6,Confirmed,33,2016
181135,MIASS,2016-09-08,2,Confirmed,36,2016
181500,LAXWP,2016-09-07,6,Confirmed,36,2016
181505,LAXWP,2016-09-13,7,Confirmed,37,2016
181508,LAXWP,2016-09-14,10,Confirmed,37,2016
181521,NYCIK,2016-09-09,10,Cancelled,36,2016
181935,MIASS,2016-08-25,5,Cancelled,34,2016
181937,MIASS,2016-08-30,6,Cancelled,35,2016
181942,MIASS,2016-09-07,7,Cancelled,36,2016
181949,MIASS,2016-09-14,7,Confirmed,37,2016
181950,MIASS,2016-09-15,7,Confirmed,37,2016
182000,SFODR,2016-09-02,17,Cancelled,35,2016
182002,SFODR,2016-09-07,16,Cancelled,36,2016
182004,SFODR,2016-09-08,12,Cancelled,36,2016
182005,SFODR,2016-09-10,11,Confirmed,36,2016
182008,SFODR,2016-09-13,12,Confirmed,37,2016
182319,NYCIK,2016-01-17,2,Confirmed,2,2016
182360,LAXWP,2016-09-15,14,Confirmed,37,2016
182872,MIASS,2016-09-15,7,Cancelled,37,2016
182910,SFODR,2016-09-12,20,Confirmed,37,2016
182935,SFODR,2016-09-05,19,Confirmed,36,2016
182962,SFODR,2016-08-31,20,Confirmed,35,2016
182966,SFODR,2016-09-03,21,Cancelled,35,2016
183373,NYCIK,2016-09-16,9,Confirmed,37,2016
183415,LAXWP,2016-09-13,7,Cancelled,37,2016
183419,LAXWP,2016-09-14,10,Cancelled,37,2016
183425,LAXWP,2016-09-16,11,Confirmed,37,2016
183902,MIASS,2016-08-23,4,Cancelled,34,2016
184134,SFODR,2016-09-17,16,Confirmed,37,2016
184138,SFODR,2016-09-12,20,Cancelled,37,2016
184554,LAXWP,2016-09-17,10,Confirmed,37,2016
185582,LAXWP,2016-08-23,17,Cancelled,34,2016
185612,NYCIK,2016-06-18,3,Confirmed,24,2016
185620,NYCIK,2016-07-31,9,Cancelled,30,2016
185641,LAXWP,2016-09-12,10,Cancelled,37,2016
185981,MIASS,2016-08-27,8,Confirmed,34,2016
185991,MIASS,2016-09-16,8,Confirmed,37,2016
186459,LAXWP,2016-09-18,15,Confirmed,37,2016
186484,NYCIK,2016-08-20,5,Cancelled,33,2016
186796,MIASS,2016-08-28,2,Confirmed,34,2016
187562,MIASS,2016-09-20,16,Confirmed,38,2016
187564,MIASS,2016-09-21,11,Confirmed,38,2016
188001,NYCIK,2016-09-13,8,Confirmed,37,2016
188003,NYCIK,2016-09-21,8,Cancelled,38,2016
188013,LAXWP,2016-09-20,8,Confirmed,38,2016
188495,SFODR,2016-09-15,9,Confirmed,37,2016
188790,NYCIK,2016-09-07,5,Confirmed,36,2016
188791,NYCIK,2016-09-15,5,Confirmed,37,2016
