,Mnemonic Code,Day of Confirmation Date,Bookings,Booking Status,Week_Number,year
293982,LAXWP,2017-01-29,7,Confirmed,4,2017
294042,LAXWP,2016-12-24,5,Cancelled,51,2016
294047,NYCIK,2017-01-15,16,Confirmed,2,2017
294050,NYCIK,2017-01-29,7,Confirmed,4,2017
294060,SFODR,2016-12-28,11,Cancelled,52,2016
294287,MIASS,2017-01-30,26,Cancelled,5,2017
294299,MIASS,2017-01-03,11,Confirmed,1,2017
294312,MIASS,2017-01-14,21,Confirmed,2,2017
294470,LAXWP,2017-01-18,16,Confirmed,3,2017
294514,NYCIK,2016-11-05,4,Cancelled,44,2016
294540,NYCIK,2017-01-30,18,Confirmed,5,2017
294614,SFODR,2017-01-30,19,Confirmed,5,2017
294942,LAXWP,2017-01-30,9,Confirmed,5,2017
294951,LAXWP,2017-01-06,8,Cancelled,1,2017
294956,LAXWP,2016-12-30,14,Cancelled,52,2016
295041,NYCIK,2017-01-31,25,Confirmed,5,2017
295043,NYCIK,2017-01-30,18,Cancelled,5,2017
295045,NYCIK,2017-01-27,16,Cancelled,4,2017
295198,MIASS,2017-02-01,27,Cancelled,5,2017
295234,MIASS,2017-01-05,10,Cancelled,1,2017
295438,LAXWP,2017-01-15,15,Cancelled,2,2017
295443,LAXWP,2017-02-01,15,Cancelled,5,2017
295535,NYCIK,2017-02-01,18,Confirmed,5,2017
295773,SFODR,2017-02-02,23,Confirmed,5,2017
296055,NYCIK,2017-02-02,16,Cancelled,5,2017
296390,SFODR,2017-01-27,14,Cancelled,4,2017
296636,LAXWP,2017-02-02,14,Confirmed,5,2017
296638,LAXWP,2017-02-03,4,Confirmed,5,2017
296780,NYCIK,2017-01-28,9,Cancelled,4,2017
296781,NYCIK,2017-02-02,16,Confirmed,5,2017
296782,NYCIK,2017-02-03,13,Confirmed,5,2017
297136,SFODR,2017-01-10,18,Confirmed,2,2017
297140,SFODR,2017-01-31,19,Confirmed,5,2017
297141,SFODR,2017-02-02,23,Cancelled,5,2017
297465,LAXWP,2017-01-20,5,Cancelled,3,2017
297482,NYCIK,2017-02-04,12,Confirmed,5,2017
297524,LAXWP,2017-02-01,15,Confirmed,5,2017
297687,SFODR,2017-01-16,28,Cancelled,3,2017
297700,SFODR,2017-01-25,17,Cancelled,4,2017
297808,MIASS,2017-02-05,85,Cancelled,5,2017
297859,MIASS,2017-02-02,28,Confirmed,5,2017
297860,MIASS,2017-01-28,16,Cancelled,4,2017
297861,MIASS,2017-01-11,26,Confirmed,2,2017
298193,NYCIK,2017-01-16,15,Cancelled,3,2017
298439,MIASS,2017-02-06,25,Confirmed,6,2017
298440,MIASS,2017-02-06,25,Cancelled,6,2017
298444,MIASS,2017-01-28,16,Confirmed,4,2017
298446,MIASS,2017-01-24,29,Cancelled,4,2017
298647,LAXWP,2017-02-06,8,Confirmed,6,2017
299088,LAXWP,2017-02-07,15,Confirmed,6,2017
299095,LAXWP,2017-01-29,7,Cancelled,4,2017
299224,SFODR,2017-02-01,19,Cancelled,5,2017
299573,LAXWP,2017-02-08,12,Confirmed,6,2017
299578,LAXWP,2017-02-07,15,Cancelled,6,2017
299585,LAXWP,2017-01-28,6,Cancelled,4,2017
299618,LAXWP,2017-01-23,8,Cancelled,4,2017
299667,NYCIK,2017-02-08,24,Confirmed,6,2017
299847,MIASS,2017-02-05,85,Confirmed,5,2017
299848,MIASS,2017-02-07,25,Confirmed,6,2017
299853,MIASS,2017-02-09,16,Cancelled,6,2017
299859,MIASS,2017-02-08,37,Confirmed,6,2017
299920,SFODR,2017-01-28,21,Confirmed,4,2017
299921,SFODR,2017-01-29,24,Confirmed,4,2017
299922,SFODR,2017-01-30,19,Cancelled,5,2017
299928,SFODR,2017-02-06,32,Confirmed,6,2017
299931,SFODR,2017-02-09,38,Confirmed,6,2017
299932,SFODR,2017-02-10,19,Confirmed,6,2017
300123,LAXWP,2017-01-13,19,Cancelled,2,2017
300144,LAXWP,2017-01-24,7,Cancelled,4,2017
300148,LAXWP,2017-01-30,9,Cancelled,5,2017
300149,LAXWP,2017-01-31,3,Confirmed,5,2017
300233,NYCIK,2017-02-09,9,Confirmed,6,2017
300511,MIASS,2016-12-18,12,Cancelled,50,2016
300516,MIASS,2017-02-10,12,Confirmed,6,2017
300632,SFODR,2017-01-22,36,Confirmed,3,2017
300703,SFODR,2017-02-04,22,Confirmed,5,2017
300714,SFODR,2017-02-07,33,Confirmed,6,2017
301011,LAXWP,2017-02-08,12,Cancelled,6,2017
301060,LAXWP,2017-02-04,2,Confirmed,5,2017
301061,LAXWP,2017-02-05,5,Confirmed,5,2017
301492,MIASS,2017-01-09,31,Confirmed,2,2017
301494,MIASS,2017-01-07,21,Cancelled,1,2017
301515,MIASS,2017-01-15,16,Cancelled,2,2017
301759,SFODR,2017-02-11,26,Confirmed,6,2017
301760,SFODR,2017-02-08,28,Confirmed,6,2017
301794,SFODR,2017-02-06,32,Cancelled,6,2017
302138,LAXWP,2017-01-31,3,Cancelled,5,2017
302154,NYCIK,2016-10-21,7,Cancelled,42,2016
302169,NYCIK,2017-02-10,12,Confirmed,6,2017
302170,NYCIK,2017-02-10,12,Cancelled,6,2017
302174,NYCIK,2017-02-11,6,Confirmed,6,2017
302181,NYCIK,2016-12-13,11,Cancelled,50,2016
302184,LAXWP,2017-02-10,2,Confirmed,6,2017
302185,LAXWP,2017-02-11,7,Confirmed,6,2017
302228,LAXWP,2017-02-09,3,Cancelled,6,2017
302459,SFODR,2017-02-01,19,Confirmed,5,2017
302687,MIASS,2017-01-12,9,Confirmed,2,2017
302738,MIASS,2017-02-03,32,Confirmed,5,2017
302745,MIASS,2016-12-16,9,Cancelled,50,2016
303055,NYCIK,2016-09-11,8,Confirmed,36,2016
303062,NYCIK,2016-11-01,8,Cancelled,44,2016
303070,NYCIK,2017-02-07,22,Confirmed,6,2017
303130,NYCIK,2017-02-08,24,Cancelled,6,2017
303133,LAXWP,2016-12-25,9,Cancelled,51,2016
303436,MIASS,2017-02-09,16,Confirmed,6,2017
303799,LAXWP,2017-02-12,4,Confirmed,6,2017
303862,SFODR,2017-02-13,34,Confirmed,7,2017
303871,SFODR,2017-02-10,19,Cancelled,6,2017
304489,NYCIK,2017-01-17,21,Cancelled,3,2017
304731,MIASS,2017-02-07,25,Cancelled,6,2017
304766,MIASS,2017-01-15,16,Confirmed,2,2017
304831,MIASS,2017-02-15,16,Cancelled,7,2017
304832,MIASS,2017-02-15,16,Confirmed,7,2017
305033,LAXWP,2017-02-15,15,Confirmed,7,2017
305088,LAXWP,2017-01-27,3,Cancelled,4,2017
305127,NYCIK,2017-02-14,18,Confirmed,7,2017
305133,NYCIK,2017-02-13,8,Confirmed,7,2017
305145,NYCIK,2017-01-31,25,Cancelled,5,2017
305149,NYCIK,2017-02-07,22,Cancelled,6,2017
305151,NYCIK,2017-02-11,6,Cancelled,6,2017
305152,NYCIK,2017-02-15,16,Confirmed,7,2017
305156,NYCIK,2017-02-12,10,Confirmed,6,2017
305158,NYCIK,2017-02-14,18,Cancelled,7,2017
305266,SFODR,2017-01-31,19,Cancelled,5,2017
305329,SFODR,2017-02-15,43,Confirmed,7,2017
305412,SFODR,2017-02-07,33,Cancelled,6,2017
305443,SFODR,2017-02-12,26,Confirmed,6,2017
305670,LAXWP,2017-02-16,7,Confirmed,7,2017
305797,NYCIK,2016-12-02,7,Cancelled,48,2016
305808,NYCIK,2017-02-06,32,Cancelled,6,2017
306136,MIASS,2017-02-10,12,Cancelled,6,2017
306143,MIASS,2017-02-16,10,Confirmed,7,2017
306162,MIASS,2017-01-31,27,Cancelled,5,2017
306397,SFODR,2017-01-07,18,Confirmed,1,2017
306401,SFODR,2017-02-17,27,Confirmed,7,2017
306738,NYCIK,2016-12-05,6,Cancelled,49,2016
306788,LAXWP,2017-02-17,7,Confirmed,7,2017
306825,NYCIK,2017-02-18,10,Confirmed,7,2017
306826,NYCIK,2017-02-16,9,Confirmed,7,2017
307204,LAXWP,2017-02-14,1,Confirmed,7,2017
307258,LAXWP,2017-01-08,6,Cancelled,1,2017
307259,LAXWP,2017-02-18,6,Confirmed,7,2017
307273,LAXWP,2017-02-02,14,Cancelled,5,2017
307402,MIASS,2017-02-13,22,Cancelled,7,2017
307406,MIASS,2017-01-16,16,Cancelled,3,2017
307413,MIASS,2017-01-10,8,Confirmed,2,2017
307664,SFODR,2017-01-29,24,Cancelled,4,2017
307676,SFODR,2017-02-14,43,Cancelled,7,2017
308226,NYCIK,2016-12-08,1,Cancelled,49,2016
308254,NYCIK,2017-02-05,21,Cancelled,5,2017
308798,MIASS,2017-01-13,14,Cancelled,2,2017
308882,SFODR,2017-02-16,24,Confirmed,7,2017
309275,NYCIK,2017-02-19,14,Confirmed,7,2017
309344,LAXWP,2017-02-19,9,Confirmed,7,2017
309354,LAXWP,2017-02-05,5,Cancelled,5,2017
309689,MIASS,2017-02-19,28,Confirmed,7,2017
309736,SFODR,2017-02-14,43,Confirmed,7,2017
310002,NYCIK,2017-02-20,8,Confirmed,8,2017
310078,NYCIK,2017-02-03,13,Cancelled,5,2017
310289,MIASS,2017-02-03,32,Cancelled,5,2017
310353,SFODR,2017-02-03,19,Confirmed,5,2017
310540,NYCIK,2017-02-21,13,Confirmed,8,2017
310549,NYCIK,2017-02-06,32,Confirmed,6,2017
310589,LAXWP,2017-02-16,7,Cancelled,7,2017
310792,MIASS,2017-02-14,16,Confirmed,7,2017
310795,MIASS,2017-02-21,15,Confirmed,8,2017
310796,MIASS,2017-02-18,8,Confirmed,7,2017
310797,MIASS,2017-02-16,10,Cancelled,7,2017
310845,SFODR,2017-02-17,27,Cancelled,7,2017
311235,LAXWP,2017-02-09,3,Confirmed,6,2017
311293,MIASS,2017-02-04,40,Confirmed,5,2017
311312,MIASS,2016-09-06,4,Cancelled,36,2016
311643,NYCIK,2017-02-13,8,Cancelled,7,2017
311652,LAXWP,2017-01-25,2,Cancelled,4,2017
311659,NYCIK,2017-02-23,6,Confirmed,8,2017
311674,NYCIK,2017-02-15,16,Cancelled,7,2017
311675,NYCIK,2017-02-17,12,Cancelled,7,2017
311881,LAXWP,2017-02-21,5,Confirmed,8,2017
311884,LAXWP,2017-02-24,7,Confirmed,8,2017
311908,LAXWP,2017-02-20,4,Confirmed,8,2017
311925,LAXWP,2016-11-06,6,Cancelled,44,2016
311937,LAXWP,2017-02-15,15,Cancelled,7,2017
312045,SFODR,2017-02-09,38,Cancelled,6,2017
312581,NYCIK,2017-02-18,10,Cancelled,7,2017
312584,NYCIK,2017-02-25,7,Confirmed,8,2017
312897,LAXWP,2017-02-17,7,Cancelled,7,2017
312912,LAXWP,2017-02-13,2,Confirmed,7,2017
312917,LAXWP,2017-02-25,5,Cancelled,8,2017
312934,NYCIK,2017-02-26,13,Confirmed,8,2017
313072,SFODR,2017-02-21,29,Confirmed,8,2017
313077,SFODR,2017-02-04,22,Cancelled,5,2017
313100,MIASS,2017-02-25,7,Confirmed,8,2017
313311,NYCIK,2017-02-24,6,Cancelled,8,2017
313696,NYCIK,2017-02-04,12,Cancelled,5,2017
313981,LAXWP,2017-02-26,9,Confirmed,8,2017
314045,MIASS,2017-01-16,16,Confirmed,3,2017
314077,MIASS,2017-02-01,27,Confirmed,5,2017
314167,SFODR,2017-02-20,27,Confirmed,8,2017
314702,MIASS,2017-02-27,8,Cancelled,9,2017
315307,SFODR,2017-02-28,37,Confirmed,9,2017
315308,SFODR,2017-02-22,18,Cancelled,8,2017
315329,MIASS,2017-01-31,27,Confirmed,5,2017
315538,LAXWP,2017-02-11,7,Cancelled,6,2017
315650,SFODR,2017-01-26,18,Cancelled,4,2017
315740,SFODR,2017-02-19,13,Confirmed,7,2017
315843,MIASS,2017-03-01,19,Confirmed,9,2017
315844,MIASS,2017-02-28,17,Cancelled,9,2017
315996,LAXWP,2017-02-28,15,Confirmed,9,2017
316002,LAXWP,2017-02-25,5,Confirmed,8,2017
316047,NYCIK,2017-03-02,23,Confirmed,9,2017
316075,NYCIK,2017-03-01,17,Confirmed,9,2017
316253,SFODR,2017-01-11,25,Cancelled,2,2017
316352,SFODR,2017-02-03,19,Cancelled,5,2017
316354,SFODR,2017-02-20,27,Cancelled,8,2017
316357,SFODR,2017-02-24,25,Confirmed,8,2017
316378,MIASS,2017-01-19,13,Confirmed,3,2017
316392,MIASS,2016-12-30,2,Confirmed,52,2016
316575,NYCIK,2017-02-28,7,Confirmed,9,2017
316579,LAXWP,2017-03-01,12,Confirmed,9,2017
316581,LAXWP,2017-03-02,9,Confirmed,9,2017
316602,LAXWP,2017-03-02,9,Cancelled,9,2017
316911,MIASS,2017-03-02,16,Confirmed,9,2017
316914,MIASS,2017-03-02,16,Cancelled,9,2017
316919,MIASS,2017-01-13,14,Confirmed,2,2017
316953,MIASS,2017-01-24,29,Confirmed,4,2017
316954,MIASS,2017-01-27,15,Cancelled,4,2017
317041,SFODR,2017-02-05,23,Confirmed,5,2017
317045,SFODR,2017-02-16,24,Cancelled,7,2017
317048,SFODR,2017-02-19,13,Cancelled,7,2017
317080,SFODR,2017-02-24,25,Cancelled,8,2017
317112,SFODR,2017-02-25,17,Confirmed,8,2017
317114,SFODR,2017-02-26,13,Confirmed,8,2017
317116,SFODR,2017-02-26,13,Cancelled,8,2017
317117,SFODR,2017-02-27,13,Confirmed,9,2017
317385,NYCIK,2017-02-23,6,Cancelled,8,2017
317417,NYCIK,2017-02-27,8,Confirmed,9,2017
317428,LAXWP,2017-03-03,6,Confirmed,9,2017
317443,NYCIK,2017-02-26,13,Cancelled,8,2017
317448,NYCIK,2017-03-03,17,Confirmed,9,2017
317863,MIASS,2017-03-04,11,Confirmed,9,2017
317973,SFODR,2017-02-22,18,Confirmed,8,2017
317975,SFODR,2017-02-23,30,Confirmed,8,2017
317986,SFODR,2017-03-03,10,Confirmed,9,2017
317988,SFODR,2017-02-08,28,Cancelled,6,2017
318426,LAXWP,2017-03-04,10,Confirmed,9,2017
318436,NYCIK,2017-02-22,9,Cancelled,8,2017
318442,NYCIK,2017-02-24,6,Confirmed,8,2017
318452,NYCIK,2017-03-04,11,Cancelled,9,2017
318453,NYCIK,2017-03-04,11,Confirmed,9,2017
319181,NYCIK,2017-02-28,7,Cancelled,9,2017
319549,MIASS,2017-01-10,8,Cancelled,2,2017
319555,MIASS,2017-01-22,45,Cancelled,3,2017
319753,NYCIK,2017-03-02,23,Cancelled,9,2017
319771,NYCIK,2017-01-22,14,Cancelled,3,2017
319778,LAXWP,2017-03-04,10,Cancelled,9,2017
319791,LAXWP,2017-02-24,7,Cancelled,8,2017
319794,NYCIK,2017-03-06,15,Cancelled,10,2017
319795,NYCIK,2017-03-06,15,Confirmed,10,2017
319812,LAXWP,2017-03-05,6,Confirmed,9,2017
320100,SFODR,2017-03-06,21,Confirmed,10,2017
320335,LAXWP,2016-12-17,5,Cancelled,50,2016
320682,MIASS,2017-01-30,26,Confirmed,5,2017
320886,LAXWP,2017-03-07,9,Cancelled,10,2017
320888,LAXWP,2017-03-07,9,Confirmed,10,2017
320889,LAXWP,2017-03-08,9,Confirmed,10,2017
320904,NYCIK,2017-03-07,12,Confirmed,10,2017
320906,NYCIK,2017-03-08,20,Confirmed,10,2017
321233,SFODR,2017-03-09,23,Confirmed,10,2017
321256,SFODR,2017-01-20,20,Cancelled,3,2017
321283,MIASS,2017-01-27,15,Confirmed,4,2017
321540,NYCIK,2017-03-09,4,Confirmed,10,2017
321545,LAXWP,2016-10-20,6,Cancelled,42,2016
321546,LAXWP,2017-02-28,15,Cancelled,9,2017
321554,LAXWP,2017-03-09,7,Confirmed,10,2017
321927,MIASS,2017-02-12,18,Confirmed,6,2017
321928,MIASS,2017-03-09,6,Confirmed,10,2017
321963,MIASS,2017-03-10,10,Confirmed,10,2017
322041,SFODR,2017-01-28,21,Cancelled,4,2017
322046,SFODR,2017-02-05,23,Cancelled,5,2017
322053,SFODR,2017-02-23,30,Cancelled,8,2017
322056,SFODR,2017-02-25,17,Cancelled,8,2017
322164,LAXWP,2017-03-10,11,Confirmed,10,2017
322519,LAXWP,2017-03-09,7,Cancelled,10,2017
322525,NYCIK,2017-03-10,10,Confirmed,10,2017
322538,NYCIK,2017-03-03,17,Cancelled,9,2017
322547,NYCIK,2017-03-07,12,Cancelled,10,2017
322557,NYCIK,2017-02-27,8,Cancelled,9,2017
322887,LAXWP,2017-03-11,3,Confirmed,10,2017
322892,LAXWP,2017-02-23,4,Confirmed,8,2017
322916,LAXWP,2017-03-06,4,Confirmed,10,2017
322922,LAXWP,2017-03-05,6,Cancelled,9,2017
322924,LAXWP,2017-02-12,4,Cancelled,6,2017
323137,MIASS,2017-03-11,6,Confirmed,10,2017
323139,MIASS,2017-03-10,10,Cancelled,10,2017
323288,SFODR,2017-03-03,10,Cancelled,9,2017
323295,SFODR,2017-03-04,23,Confirmed,9,2017
323306,SFODR,2017-03-05,22,Confirmed,9,2017
323313,SFODR,2017-03-10,29,Confirmed,10,2017
323317,SFODR,2017-03-11,28,Confirmed,10,2017
323321,SFODR,2017-02-11,26,Cancelled,6,2017
323747,NYCIK,2017-03-05,27,Confirmed,9,2017
323751,NYCIK,2017-03-11,15,Confirmed,10,2017
323752,NYCIK,2017-03-11,15,Cancelled,10,2017
323755,NYCIK,2017-03-05,27,Cancelled,9,2017
323797,NYCIK,2017-01-22,14,Confirmed,3,2017
324213,MIASS,2017-01-21,12,Cancelled,3,2017
324339,SFODR,2017-03-07,21,Confirmed,10,2017
324365,SFODR,2017-03-07,21,Cancelled,10,2017
324692,LAXWP,2017-03-12,6,Confirmed,10,2017
325146,SFODR,2017-03-11,28,Cancelled,10,2017
325171,SFODR,2017-03-06,21,Cancelled,10,2017
325429,LAXWP,2017-01-22,3,Cancelled,3,2017
325439,LAXWP,2017-03-13,20,Confirmed,11,2017
325460,NYCIK,2017-03-08,20,Cancelled,10,2017
325463,NYCIK,2017-03-12,15,Confirmed,10,2017
325466,NYCIK,2017-03-13,9,Confirmed,11,2017
325824,MIASS,2017-03-13,13,Cancelled,11,2017
325826,MIASS,2017-03-13,13,Confirmed,11,2017
325829,MIASS,2017-03-14,26,Cancelled,11,2017
325840,MIASS,2017-02-13,22,Confirmed,7,2017
325865,MIASS,2017-03-12,7,Confirmed,10,2017
325939,SFODR,2017-03-01,20,Confirmed,9,2017
325941,SFODR,2017-03-13,14,Confirmed,11,2017
325943,SFODR,2017-03-13,14,Cancelled,11,2017
325950,SFODR,2017-03-12,36,Confirmed,10,2017
326227,LAXWP,2017-03-14,7,Cancelled,11,2017
326248,LAXWP,2017-03-14,7,Confirmed,11,2017
326355,NYCIK,2017-03-12,15,Cancelled,10,2017
326449,SFODR,2017-01-24,20,Cancelled,4,2017
326585,MIASS,2017-03-14,26,Confirmed,11,2017
326588,MIASS,2017-03-15,10,Confirmed,11,2017
326979,LAXWP,2017-02-06,8,Cancelled,6,2017
327312,LAXWP,2017-03-16,10,Confirmed,11,2017
327316,LAXWP,2017-03-08,9,Cancelled,10,2017
327420,MIASS,2017-02-21,15,Cancelled,8,2017
327422,MIASS,2017-03-16,7,Confirmed,11,2017
327552,SFODR,2017-03-14,40,Confirmed,11,2017
327587,SFODR,2017-03-16,23,Confirmed,11,2017
328345,NYCIK,2017-03-17,11,Confirmed,11,2017
328348,NYCIK,2017-03-16,4,Confirmed,11,2017
328543,MIASS,2017-02-27,8,Confirmed,9,2017
328657,MIASS,2017-03-07,6,Confirmed,10,2017
328691,MIASS,2017-03-17,8,Confirmed,11,2017
328789,SFODR,2017-03-09,23,Cancelled,10,2017
328797,SFODR,2017-02-27,13,Cancelled,9,2017
329774,NYCIK,2017-03-14,4,Cancelled,11,2017
329793,NYCIK,2017-03-15,11,Cancelled,11,2017
329794,NYCIK,2017-03-15,11,Confirmed,11,2017
329796,NYCIK,2017-03-16,4,Cancelled,11,2017
329809,NYCIK,2017-03-19,12,Confirmed,11,2017
329810,NYCIK,2017-03-18,10,Cancelled,11,2017
329811,NYCIK,2017-03-18,10,Confirmed,11,2017
329920,LAXWP,2017-03-18,5,Confirmed,11,2017
329988,MIASS,2017-03-18,16,Confirmed,11,2017
329997,MIASS,2016-12-31,17,Cancelled,52,2016
330033,MIASS,2017-03-18,16,Cancelled,11,2017
330258,SFODR,2017-03-18,16,Confirmed,11,2017
330261,SFODR,2017-03-02,21,Confirmed,9,2017
331370,MIASS,2017-03-19,18,Confirmed,11,2017
331381,MIASS,2017-02-11,13,Confirmed,6,2017
331383,MIASS,2017-02-12,18,Cancelled,6,2017
331521,SFODR,2017-03-17,21,Cancelled,11,2017
331527,SFODR,2017-03-08,17,Cancelled,10,2017
332008,NYCIK,2017-03-19,12,Cancelled,11,2017
332405,MIASS,2017-03-05,11,Confirmed,9,2017
333144,MIASS,2017-02-26,21,Confirmed,8,2017
333235,SFODR,2017-03-15,26,Cancelled,11,2017
333461,LAXWP,2017-03-20,12,Confirmed,12,2017
333464,LAXWP,2017-02-13,2,Cancelled,7,2017
333568,NYCIK,2017-03-21,11,Confirmed,12,2017
333750,MIASS,2017-03-07,6,Cancelled,10,2017
333764,MIASS,2017-03-22,14,Cancelled,12,2017
333765,MIASS,2017-02-04,40,Cancelled,5,2017
333775,MIASS,2017-03-19,18,Cancelled,11,2017
333777,MIASS,2017-03-20,11,Confirmed,12,2017
333780,MIASS,2017-03-22,14,Confirmed,12,2017
334075,NYCIK,2017-03-22,10,Confirmed,12,2017
334086,NYCIK,2017-02-05,21,Confirmed,5,2017
334277,SFODR,2017-03-21,30,Confirmed,12,2017
334859,LAXWP,2017-03-17,5,Cancelled,11,2017
334860,LAXWP,2017-03-18,5,Cancelled,11,2017
334891,NYCIK,2017-03-01,17,Cancelled,9,2017
334895,NYCIK,2017-03-23,11,Confirmed,12,2017
335185,LAXWP,2017-03-03,6,Cancelled,9,2017
335208,LAXWP,2017-03-15,2,Cancelled,11,2017
335209,LAXWP,2017-03-24,7,Confirmed,12,2017
335210,LAXWP,2017-03-23,12,Confirmed,12,2017
335213,LAXWP,2017-03-17,5,Confirmed,11,2017
335313,MIASS,2017-03-23,13,Confirmed,12,2017
335494,SFODR,2017-03-17,21,Confirmed,11,2017
335961,NYCIK,2017-03-25,7,Confirmed,12,2017
335962,NYCIK,2017-03-24,16,Confirmed,12,2017
336324,NYCIK,2017-03-25,7,Cancelled,12,2017
336437,LAXWP,2017-03-25,7,Confirmed,12,2017
336438,LAXWP,2017-03-25,7,Cancelled,12,2017
336447,LAXWP,2017-03-23,12,Cancelled,12,2017
336596,MIASS,2017-03-24,12,Confirmed,12,2017
336654,SFODR,2017-03-25,29,Confirmed,12,2017
337560,NYCIK,2017-03-10,10,Cancelled,10,2017
337576,LAXWP,2017-03-21,8,Confirmed,12,2017
337586,NYCIK,2017-02-09,9,Cancelled,6,2017
337616,NYCIK,2017-03-23,11,Cancelled,12,2017
337710,MIASS,2017-03-21,18,Confirmed,12,2017
337744,MIASS,2017-03-26,15,Confirmed,12,2017
337827,SFODR,2017-03-04,23,Cancelled,9,2017
337834,SFODR,2017-03-20,34,Confirmed,12,2017
337871,SFODR,2017-03-21,30,Cancelled,12,2017
337905,SFODR,2017-03-23,14,Cancelled,12,2017
338627,MIASS,2017-03-27,10,Cancelled,13,2017
338791,SFODR,2017-02-12,26,Cancelled,6,2017
339012,NYCIK,2016-12-07,6,Cancelled,49,2016
339063,NYCIK,2017-03-24,16,Cancelled,12,2017
339083,NYCIK,2017-03-20,5,Confirmed,12,2017
339362,MIASS,2017-03-25,11,Confirmed,12,2017
339768,NYCIK,2017-03-21,11,Cancelled,12,2017
340190,SFODR,2017-03-05,22,Cancelled,9,2017
340202,SFODR,2017-03-29,23,Confirmed,13,2017
340528,NYCIK,2017-03-29,19,Confirmed,13,2017
340537,NYCIK,2017-03-28,16,Confirmed,13,2017
340774,LAXWP,2017-03-20,12,Cancelled,12,2017
340777,LAXWP,2017-03-29,5,Confirmed,13,2017
340855,MIASS,2017-03-30,12,Confirmed,13,2017
340856,MIASS,2017-03-30,12,Cancelled,13,2017
340894,MIASS,2017-02-02,28,Cancelled,5,2017
340969,SFODR,2017-03-28,26,Confirmed,13,2017
340973,SFODR,2017-03-10,29,Cancelled,10,2017
340974,SFODR,2017-03-12,36,Cancelled,10,2017
340979,SFODR,2017-03-30,20,Confirmed,13,2017
340992,SFODR,2017-03-18,16,Cancelled,11,2017
341668,NYCIK,2017-03-31,11,Confirmed,13,2017
341686,NYCIK,2017-03-29,19,Cancelled,13,2017
341689,LAXWP,2017-03-31,13,Cancelled,13,2017
341692,LAXWP,2016-12-16,2,Cancelled,50,2016
341693,LAXWP,2017-03-21,8,Cancelled,12,2017
341695,LAXWP,2017-03-19,5,Confirmed,11,2017
341702,LAXWP,2017-01-21,11,Cancelled,3,2017
341745,LAXWP,2017-03-31,13,Confirmed,13,2017
341811,LAXWP,2017-03-30,7,Confirmed,13,2017
341849,MIASS,2017-02-19,28,Cancelled,7,2017
342117,SFODR,2017-02-13,34,Cancelled,7,2017
342122,SFODR,2017-03-30,20,Cancelled,13,2017
342124,SFODR,2017-03-27,33,Confirmed,13,2017
342125,SFODR,2017-03-26,26,Confirmed,12,2017
342950,NYCIK,2017-04-01,8,Confirmed,13,2017
343053,LAXWP,2017-03-28,6,Confirmed,13,2017
343054,LAXWP,2017-03-27,11,Confirmed,13,2017
343068,LAXWP,2017-04-01,7,Confirmed,13,2017
343077,LAXWP,2017-04-01,7,Cancelled,13,2017
343121,MIASS,2017-02-20,17,Confirmed,8,2017
343367,SFODR,2017-03-27,33,Cancelled,13,2017
343391,SFODR,2017-03-24,18,Confirmed,12,2017
344274,LAXWP,2017-03-12,6,Cancelled,10,2017
344315,NYCIK,2017-04-02,10,Cancelled,13,2017
344416,MIASS,2017-03-06,6,Cancelled,10,2017
345018,NYCIK,2016-11-20,2,Cancelled,46,2016
345372,LAXWP,2017-03-24,7,Cancelled,12,2017
345378,LAXWP,2017-04-04,4,Confirmed,14,2017
345448,MIASS,2017-03-05,11,Cancelled,9,2017
345449,MIASS,2017-03-21,18,Cancelled,12,2017
345576,SFODR,2017-03-20,34,Cancelled,12,2017
345614,SFODR,2017-04-03,44,Confirmed,14,2017
345673,NYCIK,2017-04-03,10,Confirmed,14,2017
345970,NYCIK,2017-03-27,13,Cancelled,13,2017
346403,MIASS,2017-03-12,7,Cancelled,10,2017
346431,MIASS,2017-04-04,23,Confirmed,14,2017
346467,SFODR,2017-02-15,43,Cancelled,7,2017
346472,SFODR,2017-03-24,18,Cancelled,12,2017
346851,NYCIK,2017-03-28,16,Cancelled,13,2017
346865,NYCIK,2017-01-29,7,Cancelled,4,2017
347131,LAXWP,2017-03-29,5,Cancelled,13,2017
347133,LAXWP,2017-03-30,7,Cancelled,13,2017
347138,LAXWP,2017-04-05,11,Confirmed,14,2017
347139,LAXWP,2017-04-05,11,Cancelled,14,2017
347142,LAXWP,2017-04-02,5,Confirmed,13,2017
347213,MIASS,2017-03-20,11,Cancelled,12,2017
347312,SFODR,2017-03-14,40,Cancelled,11,2017
347314,SFODR,2017-03-22,14,Cancelled,12,2017
347323,SFODR,2017-03-25,29,Cancelled,12,2017
347326,SFODR,2017-03-28,26,Cancelled,13,2017
347328,SFODR,2017-03-29,23,Cancelled,13,2017
347386,SFODR,2017-04-04,22,Confirmed,14,2017
347387,SFODR,2017-03-08,17,Confirmed,10,2017
347675,NYCIK,2017-03-31,11,Cancelled,13,2017
347676,NYCIK,2017-04-02,10,Confirmed,13,2017
347946,LAXWP,2017-03-28,6,Cancelled,13,2017
347959,LAXWP,2017-04-03,8,Confirmed,14,2017
347973,LAXWP,2017-03-27,11,Cancelled,13,2017
347989,NYCIK,2017-04-06,12,Confirmed,14,2017
348098,MIASS,2017-03-17,8,Cancelled,11,2017
