Mnemonic Code,Day of Confirmation Date,Bookings,Booking Status,Week_Number,year,month,,,Mnemonic Code
MIAAG,10/21/2018,1,Confirmed,42,2018,10,,,
MIAAG,11/7/2018,1,Cancelled,45,2018,11,,,
NTCME,3/29/2019,1,Cancelled,13,2019,3,,,
ORDTG,9/13/2018,1,Cancelled,37,2018,9,,,
PDXPR,3/12/2019,2,Confirmed,11,2019,3,,,
PDXPR,4/11/2019,6,Confirmed,15,2019,4,,,
MIAVB,3/8/2019,1,Cancelled,10,2019,3,,,
MIAVB,2/20/2019,2,Cancelled,8,2019,2,,,
WDCHG,4/7/2019,1,Confirmed,14,2019,4,,,
WDCMA,3/24/2019,1,Confirmed,12,2019,3,,,
WDCHG,3/8/2019,1,Confirmed,10,2019,3,,,
SFOBC,4/9/2019,2,Cancelled,15,2019,4,,,
SEAVP,3/25/2019,1,Cancelled,13,2019,3,,,
SEASM,1/2/2019,1,Confirmed,1,2019,1,,,
SEASM,8/18/2018,1,Confirmed,33,2018,8,,,
SEAAX,3/8/2019,1,Confirmed,10,2019,3,,,
SEAAX,11/24/2018,1,Confirmed,47,2018,11,,,
SAVKB,4/7/2019,1,Cancelled,14,2019,4,,,
WDCPA,2/10/2019,1,Cancelled,6,2019,2,,,
WDCHG,10/23/2018,1,Confirmed,43,2018,10,,,
WDCDV,4/5/2019,3,Confirmed,14,2019,4,,,
WDCDV,4/2/2019,1,Cancelled,14,2019,4,,,
WDCTP,3/24/2019,1,Cancelled,12,2019,3,,,
WDCPA,2/20/2019,1,Cancelled,8,2019,2,,,
WDCRG,3/24/2019,2,Confirmed,12,2019,3,,,
LAXWM,4/5/2019,1,Cancelled,14,2019,4,,,
MIAAG,10/22/2018,1,Cancelled,43,2018,10,,,
MIAAG,2/14/2019,2,Confirmed,7,2019,2,,,
INTCH,3/5/2019,1,Confirmed,10,2019,3,,,
GCMSE,3/31/2019,1,Cancelled,13,2019,3,,,
BOSML,11/22/2018,1,Cancelled,47,2018,11,,,
AUSVZ,3/13/2019,2,Cancelled,11,2019,3,,,
AUSVZ,9/6/2018,1,Cancelled,36,2018,9,,,
BOSNZ,3/2/2019,6,Confirmed,9,2019,3,,,
CLTKM,3/14/2019,1,Confirmed,11,2019,3,,,
MIAEP,3/5/2019,1,Cancelled,10,2019,3,,,
PDXVP,3/17/2019,1,Confirmed,11,2019,3,,,
PDXPM,4/12/2019,1,Confirmed,15,2019,4,,,
ORDCM,1/1/2019,1,Cancelled,1,2019,1,,,
PSPNP,2/16/2019,2,Confirmed,7,2019,2,,,
MIAEP,4/4/2019,4,Cancelled,14,2019,4,,,
SLCSL,4/1/2019,8,Confirmed,14,2019,4,,,
SLCSL,9/30/2018,2,Cancelled,39,2018,9,,,
WDCDV,11/7/2018,1,Confirmed,45,2018,11,,,
WDCDV,3/1/2019,1,Cancelled,9,2019,3,,,
WDCDV,2/25/2019,1,Confirmed,9,2019,2,,,
WDCDV,2/22/2019,1,Cancelled,8,2019,2,,,
WDCDV,2/14/2019,1,Cancelled,7,2019,2,,,
WDCDV,12/5/2018,2,Confirmed,49,2018,12,,,
WDCDV,1/29/2019,2,Confirmed,5,2019,1,,,
WDCRO,4/4/2019,1,Cancelled,14,2019,4,,,
WDCRO,2/8/2019,1,Cancelled,6,2019,2,,,
WDCTP,3/30/2019,3,Confirmed,13,2019,3,,,
WDCPA,2/13/2019,1,Cancelled,7,2019,2,,,
WDCPA,2/22/2019,1,Cancelled,8,2019,2,,,
LAXSB,3/13/2019,1,Confirmed,11,2019,3,,,
MIAAG,3/26/2019,2,Cancelled,13,2019,3,,,
LAXSB,2/1/2019,1,Cancelled,5,2019,2,,,
BNAAE,4/7/2019,1,Confirmed,14,2019,4,,,
CLTKM,12/29/2018,1,Cancelled,52,2018,12,,,
DENDM,11/28/2018,1,Cancelled,48,2018,11,,,
RUTTH,3/2/2019,4,Cancelled,9,2019,3,,,
PSPNP,3/29/2019,1,Confirmed,13,2019,3,,,
PHXPX,3/11/2019,3,Cancelled,11,2019,3,,,
PHXPX,1/11/2019,1,Cancelled,2,2019,1,,,
SEASM,1/9/2019,1,Confirmed,2,2019,1,,,
SAVKB,2/22/2019,1,Cancelled,8,2019,2,,,
SAVKB,3/29/2019,1,Confirmed,13,2019,3,,,
MKETJ,2/1/2019,1,Cancelled,5,2019,2,,,
WDCPA,2/27/2019,2,Cancelled,9,2019,2,,,
WDCMO,4/3/2019,2,Confirmed,14,2019,4,,,
WDCDP,2/18/2019,2,Confirmed,8,2019,2,,,
WDCDV,3/26/2019,3,Confirmed,13,2019,3,,,
WDCDV,2/5/2019,1,Cancelled,6,2019,2,,,
BALMN,2/25/2019,1,Cancelled,9,2019,2,,,
AUSVZ,3/14/2019,1,Confirmed,11,2019,3,,,
DENBO,12/3/2018,1,Confirmed,49,2018,12,,,
GCMSE,2/25/2019,1,Cancelled,9,2019,2,,,
GCMSE,10/4/2018,2,Confirmed,40,2018,10,,,
PITHM,3/3/2019,1,Confirmed,9,2019,3,,,
PHLPM,4/9/2019,2,Cancelled,15,2019,4,,,
WDCDV,2/28/2019,1,Confirmed,9,2019,2,,,
YYZBS,2/1/2019,1,Confirmed,5,2019,2,,,
WDCRO,3/31/2019,3,Confirmed,13,2019,3,,,
NTCME,1/22/2019,7,Confirmed,4,2019,1,,,
GCMSE,3/29/2019,2,Cancelled,13,2019,3,,,
WDCDV,1/6/2019,1,Cancelled,1,2019,1,,,
BOSML,9/24/2018,1,Confirmed,39,2018,9,,,
NYCAA,4/2/2019,2,Cancelled,14,2019,4,,,
SEASM,12/10/2018,1,Confirmed,50,2018,12,,,
SAVKB,3/1/2019,1,Cancelled,9,2019,3,,,
SFOBC,10/10/2018,1,Cancelled,41,2018,10,,,
PHLPP,12/15/2018,1,Confirmed,50,2018,12,,,
PDXPM,2/6/2019,7,Cancelled,6,2019,2,,,
WDCDV,4/11/2019,1,Cancelled,15,2019,4,,,
WDCRO,4/7/2019,1,Cancelled,14,2019,4,,,
GCMSE,3/25/2019,1,Confirmed,13,2019,3,,,
DENDM,3/29/2019,1,Cancelled,13,2019,3,,,
DENDM,3/9/2019,1,Confirmed,10,2019,3,,,
CLESH,3/24/2019,1,Confirmed,12,2019,3,,,
PDXPM,2/18/2019,1,Cancelled,8,2019,2,,,
WDCDP,11/20/2018,1,Cancelled,47,2018,11,,,
SMFKG,11/30/2018,1,Confirmed,48,2018,11,,,
SAVKB,1/31/2019,1,Cancelled,5,2019,1,,,
PHLPP,4/4/2019,2,Confirmed,14,2019,4,,,
WDCTP,4/3/2019,4,Confirmed,14,2019,4,,,
WDCSV,1/12/2019,1,Confirmed,2,2019,1,,,
MIAAG,2/28/2019,3,Confirmed,9,2019,2,,,
NTCME,3/13/2019,2,Confirmed,11,2019,3,,,
NTCME,12/31/2018,1,Cancelled,1,2018,12,,,
CLTKM,1/12/2019,1,Cancelled,2,2019,1,,,
BNAAE,2/18/2019,1,Cancelled,8,2019,2,,,
INTCH,3/26/2019,2,Confirmed,13,2019,3,,,
ORDAL,2/24/2019,1,Cancelled,8,2019,2,,,
ORDAL,2/25/2019,2,Cancelled,9,2019,2,,,
ORDAL,1/9/2019,2,Cancelled,2,2019,1,,,
ORDCH,6/25/2018,1,Confirmed,26,2018,6,,,
ORDAL,3/1/2019,5,Cancelled,9,2019,3,,,
PHLPM,3/12/2019,3,Cancelled,11,2019,3,,,
ORDCM,3/17/2019,2,Confirmed,11,2019,3,,,
WDCPA,3/28/2019,1,Cancelled,13,2019,3,,,
WDCPA,3/4/2019,1,Cancelled,10,2019,3,,,
WDCTP,4/3/2019,2,Cancelled,14,2019,4,,,
WDCSV,11/22/2018,2,Cancelled,47,2018,11,,,
WDCLR,11/16/2018,3,Confirmed,46,2018,11,,,
WDCHG,4/4/2019,2,Confirmed,14,2019,4,,,
WDCHG,1/24/2019,1,Confirmed,4,2019,1,,,
MIAVB,4/2/2019,1,Confirmed,14,2019,4,,,
BALMN,8/22/2018,1,Cancelled,34,2018,8,,,
PHLPP,1/29/2019,3,Confirmed,5,2019,1,,,
PHLPP,3/17/2019,1,Cancelled,11,2019,3,,,
WDCTP,2/7/2019,1,Confirmed,6,2019,2,,,
WDCRO,4/2/2019,3,Cancelled,14,2019,4,,,
SLCSL,11/29/2018,1,Confirmed,48,2018,11,,,
SFOBC,3/10/2019,1,Confirmed,10,2019,3,,,
SEAVP,9/14/2018,1,Confirmed,37,2018,9,,,
SBAGG,11/28/2018,1,Cancelled,48,2018,11,,,
SAVKB,4/11/2019,2,Confirmed,15,2019,4,,,
WDCDP,2/11/2019,1,Confirmed,7,2019,2,,,
AUSVZ,4/9/2019,1,Confirmed,15,2019,4,,,
GCMSE,3/30/2018,1,Confirmed,13,2018,3,,,
DENDM,3/10/2019,1,Confirmed,10,2019,3,,,
BOSOX,11/3/2018,1,Cancelled,44,2018,11,,,
MIAVB,4/1/2019,1,Confirmed,14,2019,4,,,
PHLPM,6/28/2018,1,Cancelled,26,2018,6,,,
WDCRO,3/29/2019,1,Cancelled,13,2019,3,,,
SAVKB,4/5/2019,2,Confirmed,14,2019,4,,,
NTCME,3/28/2019,1,Cancelled,13,2019,3,,,
INTCH,1/19/2019,1,Cancelled,3,2019,1,,,
PHLPM,3/30/2019,4,Confirmed,13,2019,3,,,
PDXPR,4/2/2019,2,Confirmed,14,2019,4,,,
SAVKB,3/29/2019,1,Cancelled,13,2019,3,,,
SEAVP,9/6/2018,1,Cancelled,36,2018,9,,,
MIAAG,3/11/2019,2,Confirmed,11,2019,3,,,
MIAVB,3/14/2019,1,Confirmed,11,2019,3,,,
AUSVZ,2/4/2019,1,Confirmed,6,2019,2,,,
BOSOX,4/9/2019,6,Confirmed,15,2019,4,,,
GCMSE,11/12/2018,1,Cancelled,46,2018,11,,,
LAXWE,2/21/2019,1,Cancelled,8,2019,2,,,
LAXWE,4/9/2019,2,Confirmed,15,2019,4,,,
PHLPM,2/18/2019,3,Confirmed,8,2019,2,,,
PSPNP,4/8/2019,1,Cancelled,15,2019,4,,,
BOSOX,4/5/2019,1,Confirmed,14,2019,4,,,
ORDTG,10/27/2018,1,Cancelled,43,2018,10,,,
ORDTG,11/24/2018,1,Cancelled,47,2018,11,,,
PSPNP,1/20/2019,1,Confirmed,3,2019,1,,,
SAVKB,2/5/2019,2,Confirmed,6,2019,2,,,
SEAAX,3/14/2019,1,Confirmed,11,2019,3,,,
NYCAA,3/12/2019,2,Cancelled,11,2019,3,,,
ORDCH,1/27/2019,2,Cancelled,4,2019,1,,,
ORDCM,1/6/2019,2,Cancelled,1,2019,1,,,
RUTTH,10/3/2018,1,Cancelled,40,2018,10,,,
PHLPP,10/19/2018,1,Cancelled,42,2018,10,,,
LAXWM,4/8/2019,1,Confirmed,15,2019,4,,,
GCMSE,11/15/2018,1,Cancelled,46,2018,11,,,
GCMSE,1/23/2019,1,Cancelled,4,2019,1,,,
ORDCH,4/8/2019,2,Confirmed,15,2019,4,,,
MIAAG,3/6/2019,4,Confirmed,10,2019,3,,,
SAVKB,2/4/2019,1,Cancelled,6,2019,2,,,
ORDCH,3/31/2019,1,Confirmed,13,2019,3,,,
PDXPM,4/3/2019,1,Cancelled,14,2019,4,,,
PDXPR,3/10/2019,1,Cancelled,10,2019,3,,,
PHLPP,4/7/2019,3,Confirmed,14,2019,4,,,
SLCSL,12/27/2018,1,Cancelled,52,2018,12,,,
WDCDP,3/25/2019,1,Cancelled,13,2019,3,,,
WDCDV,2/9/2019,2,Confirmed,6,2019,2,,,
WDCHG,3/30/2019,6,Confirmed,13,2019,3,,,
WDCPA,2/17/2019,1,Confirmed,7,2019,2,,,
GCMSE,11/23/2018,1,Confirmed,47,2018,11,,,
GCMSE,12/20/2018,1,Cancelled,51,2018,12,,,
CLTKM,3/17/2019,1,Confirmed,11,2019,3,,,
AUSVZ,3/3/2019,6,Cancelled,9,2019,3,,,
LAXWE,1/8/2019,1,Confirmed,2,2019,1,,,
LAXWE,2/5/2019,1,Confirmed,6,2019,2,,,
LAXWE,2/27/2019,1,Cancelled,9,2019,2,,,
LAXWE,3/4/2019,1,Confirmed,10,2019,3,,,
LAXWM,4/3/2019,6,Confirmed,14,2019,4,,,
MIAAG,3/6/2019,2,Cancelled,10,2019,3,,,
SEASM,3/8/2019,2,Confirmed,10,2019,3,,,
ORDCH,3/14/2019,5,Cancelled,11,2019,3,,,
PDXPM,4/4/2019,1,Cancelled,14,2019,4,,,
WDCRO,3/3/2019,1,Cancelled,9,2019,3,,,
WDCDV,11/22/2018,1,Cancelled,47,2018,11,,,
WDCLR,3/30/2019,2,Confirmed,13,2019,3,,,
GCMSE,11/15/2018,1,Confirmed,46,2018,11,,,
CLESH,10/29/2018,1,Confirmed,44,2018,10,,,
MIAVB,1/21/2019,1,Cancelled,4,2019,1,,,
ORDAL,2/9/2019,2,Cancelled,6,2019,2,,,
LAXWM,3/24/2019,1,Confirmed,12,2019,3,,,
LAXWM,3/28/2019,1,Cancelled,13,2019,3,,,
LAXWM,3/31/2019,2,Confirmed,13,2019,3,,,
WDCDP,4/3/2019,2,Confirmed,14,2019,4,,,
GCMSE,1/6/2019,1,Cancelled,1,2019,1,,,
GCMSE,11/30/2018,1,Confirmed,48,2018,11,,,
BOSOX,2/23/2019,2,Cancelled,8,2019,2,,,
BOSOX,2/23/2019,1,Confirmed,8,2019,2,,,
SFOBC,1/18/2019,1,Cancelled,3,2019,1,,,
LAXGY,3/25/2019,2,Cancelled,13,2019,3,,,
LAXWM,4/2/2019,1,Cancelled,14,2019,4,,,
WDCDV,4/5/2019,2,Cancelled,14,2019,4,,,
WDCMA,3/3/2019,3,Confirmed,9,2019,3,,,
NTCME,11/30/2018,1,Cancelled,48,2018,11,,,
GCMSE,1/24/2019,1,Confirmed,4,2019,1,,,
CLTKM,3/20/2019,1,Confirmed,12,2019,3,,,
CLTKM,2/12/2019,1,Cancelled,7,2019,2,,,
PDXPR,3/22/2019,1,Cancelled,12,2019,3,,,
MIAAG,4/4/2019,2,Cancelled,14,2019,4,,,
WDCPA,3/23/2019,1,Confirmed,12,2019,3,,,
SEASM,2/24/2019,2,Confirmed,8,2019,2,,,
LAXGY,1/17/2019,1,Cancelled,3,2019,1,,,
AUSVZ,3/9/2019,6,Cancelled,10,2019,3,,,
LAXWE,2/25/2019,1,Confirmed,9,2019,2,,,
SANSO,3/24/2019,1,Cancelled,12,2019,3,,,
SBAGG,9/16/2018,2,Confirmed,37,2018,9,,,
SBAGG,11/1/2018,1,Confirmed,44,2018,11,,,
PHXPX,3/16/2019,1,Cancelled,11,2019,3,,,
SBAGG,1/24/2019,1,Confirmed,4,2019,1,,,
WDCHG,1/27/2019,1,Cancelled,4,2019,1,,,
WDCHG,3/10/2019,1,Cancelled,10,2019,3,,,
YYZBS,12/10/2018,1,Cancelled,50,2018,12,,,
SMFKG,3/5/2019,1,Confirmed,10,2019,3,,,
WDCDP,2/18/2019,1,Cancelled,8,2019,2,,,
DENDM,3/31/2019,3,Confirmed,13,2019,3,,,
DENBO,11/23/2018,1,Confirmed,47,2018,11,,,
BOSML,12/13/2018,1,Confirmed,50,2018,12,,,
BOSML,2/6/2019,1,Confirmed,6,2019,2,,,
BNAAE,3/14/2019,2,Confirmed,11,2019,3,,,
NYCAA,4/5/2019,1,Cancelled,14,2019,4,,,
ORDCH,4/10/2019,2,Confirmed,15,2019,4,,,
WDCRO,3/10/2019,1,Confirmed,10,2019,3,,,
SEAAX,10/31/2018,2,Confirmed,44,2018,10,,,
SEASM,8/26/2018,1,Cancelled,34,2018,8,,,
SEAVP,8/26/2018,1,Cancelled,34,2018,8,,,
SLCSL,2/6/2019,1,Cancelled,6,2019,2,,,
GCMSE,4/9/2019,2,Confirmed,15,2019,4,,,
INTCH,1/29/2019,1,Cancelled,5,2019,1,,,
BALMN,3/29/2019,2,Confirmed,13,2019,3,,,
MIAVB,3/12/2019,1,Confirmed,11,2019,3,,,
NYCAA,1/24/2019,2,Cancelled,4,2019,1,,,
LAXWM,1/30/2019,1,Cancelled,5,2019,1,,,
SEAAX,11/2/2018,1,Cancelled,44,2018,11,,,
WDCRO,2/18/2019,4,Cancelled,8,2019,2,,,
GCMSE,11/26/2018,3,Confirmed,48,2018,11,,,
ORDCM,2/6/2019,1,Confirmed,6,2019,2,,,
NTCME,10/20/2018,1,Cancelled,42,2018,10,,,
MIAVB,10/15/2018,1,Cancelled,42,2018,10,,,
LAXWM,3/26/2019,1,Cancelled,13,2019,3,,,
RUTTH,10/25/2018,1,Confirmed,43,2018,10,,,
RUTTH,4/3/2019,1,Confirmed,14,2019,4,,,
BNAAE,3/19/2019,1,Confirmed,12,2019,3,,,
NYCAA,4/6/2019,1,Cancelled,14,2019,4,,,
NTCME,3/21/2019,5,Confirmed,12,2019,3,,,
LAXWE,3/15/2019,1,Cancelled,11,2019,3,,,
SANSO,4/8/2019,2,Confirmed,15,2019,4,,,
LAXGY,2/21/2019,1,Cancelled,8,2019,2,,,
MIAVB,2/9/2019,1,Cancelled,6,2019,2,,,
MIAAG,3/19/2019,1,Confirmed,12,2019,3,,,
ORDCM,4/9/2019,1,Confirmed,15,2019,4,,,
PDXPM,3/17/2019,1,Cancelled,11,2019,3,,,
PDXPR,2/26/2019,1,Cancelled,9,2019,2,,,
PITHM,12/30/2018,1,Cancelled,52,2018,12,,,
WDCTP,2/12/2019,2,Confirmed,7,2019,2,,,
GCMSE,11/6/2018,1,Cancelled,45,2018,11,,,
GCMSE,2/2/2019,1,Cancelled,5,2019,2,,,
WDCDV,1/14/2019,2,Confirmed,3,2019,1,,,
PHXPX,3/28/2019,3,Confirmed,13,2019,3,,,
WDCRG,3/23/2019,1,Confirmed,12,2019,3,,,
LAXWM,3/13/2019,2,Confirmed,11,2019,3,,,
GCMSE,1/1/2019,1,Cancelled,1,2019,1,,,
ORDCM,1/7/2019,5,Cancelled,2,2019,1,,,
ORDCM,1/13/2019,2,Confirmed,2,2019,1,,,
ORDTG,12/1/2018,3,Cancelled,48,2018,12,,,
MSPGR,8/18/2018,1,Confirmed,33,2018,8,,,
SMFKG,10/27/2018,1,Confirmed,43,2018,10,,,
WDCDV,9/29/2018,1,Cancelled,39,2018,9,,,
PDXVP,1/30/2019,2,Confirmed,5,2019,1,,,
SABCN,12/1/2018,2,Cancelled,48,2018,12,,,
WDCTP,3/11/2019,1,Cancelled,11,2019,3,,,
PDXPR,10/7/2018,3,Confirmed,40,2018,10,,,
GCMSE,3/28/2019,2,Confirmed,13,2019,3,,,
LAXSB,8/31/2018,1,Cancelled,35,2018,8,,,
GCMSE,2/22/2019,4,Cancelled,8,2019,2,,,
BOSOX,2/20/2019,2,Confirmed,8,2019,2,,,
SMFKG,2/6/2019,1,Confirmed,6,2019,2,,,
SMFKG,2/11/2019,1,Confirmed,7,2019,2,,,
PDXVP,1/12/2019,1,Confirmed,2,2019,1,,,
PITHM,3/5/2019,2,Cancelled,10,2019,3,,,
RUTTH,4/2/2019,1,Cancelled,14,2019,4,,,
SABCN,3/14/2019,1,Confirmed,11,2019,3,,,
LAXGY,2/20/2019,8,Cancelled,8,2019,2,,,
BNAAE,3/25/2019,1,Confirmed,13,2019,3,,,
GCMSE,11/7/2018,1,Confirmed,45,2018,11,,,
MIAVB,3/23/2019,1,Cancelled,12,2019,3,,,
ORDCM,1/18/2019,1,Cancelled,3,2019,1,,,
LAXWM,3/9/2019,3,Confirmed,10,2019,3,,,
SEAVP,9/4/2018,1,Cancelled,36,2018,9,,,
WDCDP,3/3/2019,2,Confirmed,9,2019,3,,,
ORDCH,12/6/2018,1,Cancelled,49,2018,12,,,
SEAVP,3/24/2019,1,Confirmed,12,2019,3,,,
PDXPM,3/10/2019,1,Confirmed,10,2019,3,,,
WDCMO,4/6/2019,3,Confirmed,14,2019,4,,,
BOSNZ,2/23/2019,2,Cancelled,8,2019,2,,,
MIAVB,3/26/2019,2,Confirmed,13,2019,3,,,
PDXPM,2/7/2019,3,Confirmed,6,2019,2,,,
WDCHG,1/6/2019,1,Confirmed,1,2019,1,,,
WDCHG,3/30/2019,1,Cancelled,13,2019,3,,,
LAXGY,1/19/2019,2,Cancelled,3,2019,1,,,
SAVKB,1/20/2019,2,Cancelled,3,2019,1,,,
WDCTP,3/6/2019,1,Cancelled,10,2019,3,,,
WDCTP,4/6/2019,2,Confirmed,14,2019,4,,,
MIAVB,12/31/2018,3,Cancelled,1,2018,12,,,
LAXWE,3/29/2019,2,Confirmed,13,2019,3,,,
NTCME,8/5/2018,1,Cancelled,31,2018,8,,,
MIAAG,4/9/2019,1,Cancelled,15,2019,4,,,
WDCMO,4/6/2019,2,Cancelled,14,2019,4,,,
WDCTP,10/19/2018,1,Cancelled,42,2018,10,,,
LAXWM,1/14/2019,2,Confirmed,3,2019,1,,,
BOSOX,10/18/2018,1,Confirmed,42,2018,10,,,
BOSOX,11/16/2018,1,Cancelled,46,2018,11,,,
CLTKM,3/16/2019,1,Confirmed,11,2019,3,,,
DENBO,12/11/2018,1,Confirmed,50,2018,12,,,
GCMSE,4/1/2019,1,Confirmed,14,2019,4,,,
MIAVB,3/27/2019,1,Confirmed,13,2019,3,,,
MKETJ,11/1/2018,1,Confirmed,44,2018,11,,,
MKETJ,12/23/2018,1,Cancelled,51,2018,12,,,
MSPGR,8/3/2018,1,Confirmed,31,2018,8,,,
MIAVB,11/22/2018,1,Confirmed,47,2018,11,,,
RUTTH,10/10/2018,1,Cancelled,41,2018,10,,,
ORDCH,4/3/2019,2,Confirmed,14,2019,4,,,
WDCRO,2/20/2019,1,Cancelled,8,2019,2,,,
WDCMO,3/9/2019,1,Cancelled,10,2019,3,,,
LAXWE,2/24/2019,5,Confirmed,8,2019,2,,,
BNAAE,3/31/2019,1,Cancelled,13,2019,3,,,
GCMSE,3/12/2019,2,Confirmed,11,2019,3,,,
MKETJ,12/21/2018,1,Confirmed,51,2018,12,,,
SEAAX,4/4/2019,1,Cancelled,14,2019,4,,,
WDCMO,12/9/2018,1,Confirmed,49,2018,12,,,
MIAAG,12/1/2018,2,Cancelled,48,2018,12,,,
GCMSE,11/2/2018,1,Confirmed,44,2018,11,,,
MIAAG,2/18/2019,1,Confirmed,8,2019,2,,,
MIAEP,3/29/2019,1,Confirmed,13,2019,3,,,
ORDCH,3/11/2019,1,Cancelled,11,2019,3,,,
WDCMO,12/8/2018,3,Confirmed,49,2018,12,,,
WDCMO,12/15/2018,1,Confirmed,50,2018,12,,,
BOSNZ,1/25/2019,3,Cancelled,4,2019,1,,,
NTCME,7/31/2018,1,Cancelled,31,2018,7,,,
NTCME,10/4/2018,1,Cancelled,40,2018,10,,,
WDCDP,8/7/2018,1,Cancelled,32,2018,8,,,
WDCHG,1/27/2019,2,Confirmed,4,2019,1,,,
WDCTP,3/30/2019,1,Cancelled,13,2019,3,,,
WDCMO,3/3/2019,1,Cancelled,9,2019,3,,,
BNAAE,2/26/2019,1,Cancelled,9,2019,2,,,
BOSML,1/29/2019,1,Cancelled,5,2019,1,,,
BOSOX,11/26/2018,1,Cancelled,48,2018,11,,,
MIAVB,2/16/2019,1,Confirmed,7,2019,2,,,
WDCHG,1/9/2019,2,Confirmed,2,2019,1,,,
WDCHG,2/19/2019,1,Cancelled,8,2019,2,,,
WDCDV,3/31/2019,1,Confirmed,13,2019,3,,,
SANPR,1/12/2019,1,Cancelled,2,2019,1,,,
SAVKB,2/3/2019,1,Confirmed,5,2019,2,,,
WDCTP,10/23/2018,1,Cancelled,43,2018,10,,,
WDCMO,2/24/2019,1,Cancelled,8,2019,2,,,
WDCMO,3/3/2019,2,Confirmed,9,2019,3,,,
SABCN,10/16/2018,1,Confirmed,42,2018,10,,,
GCMSE,11/2/2018,1,Cancelled,44,2018,11,,,
BOSNZ,12/13/2018,1,Cancelled,50,2018,12,,,
DENDM,1/29/2019,2,Confirmed,5,2019,1,,,
DENDM,4/8/2019,2,Confirmed,15,2019,4,,,
NTCME,10/7/2018,1,Cancelled,40,2018,10,,,
LAXSB,3/18/2019,2,Confirmed,12,2019,3,,,
MIAAG,11/9/2018,2,Cancelled,45,2018,11,,,
MKETJ,3/30/2019,1,Confirmed,13,2019,3,,,
MKETJ,4/8/2019,1,Confirmed,15,2019,4,,,
PDXPM,10/6/2018,1,Cancelled,40,2018,10,,,
SANPR,4/6/2019,1,Cancelled,14,2019,4,,,
WDCTP,10/20/2018,1,Cancelled,42,2018,10,,,
WDCTP,3/28/2019,1,Cancelled,13,2019,3,,,
WDCMO,2/21/2019,1,Cancelled,8,2019,2,,,
BOSML,2/1/2019,1,Cancelled,5,2019,2,,,
BOSOX,3/31/2019,1,Cancelled,13,2019,3,,,
CLTKM,4/4/2019,1,Cancelled,14,2019,4,,,
CLTKM,4/11/2019,1,Cancelled,15,2019,4,,,
NTCME,3/6/2019,1,Cancelled,10,2019,3,,,
SEASM,3/20/2019,1,Confirmed,12,2019,3,,,
SFOBC,2/18/2019,1,Confirmed,8,2019,2,,,
WDCDV,1/20/2019,1,Cancelled,3,2019,1,,,
SFOBC,3/13/2019,1,Cancelled,11,2019,3,,,
PSPNP,4/7/2019,1,Cancelled,14,2019,4,,,
WDCHG,4/11/2019,1,Cancelled,15,2019,4,,,
WDCLR,2/28/2019,1,Confirmed,9,2019,2,,,
WDCPA,2/19/2019,2,Cancelled,8,2019,2,,,
WDCPA,2/24/2019,1,Confirmed,8,2019,2,,,
ORDAL,3/29/2019,3,Cancelled,13,2019,3,,,
INTCH,3/31/2019,1,Confirmed,13,2019,3,,,
BALMN,3/11/2019,1,Confirmed,11,2019,3,,,
BOSOX,1/9/2019,1,Cancelled,2,2019,1,,,
CLTKM,2/9/2019,2,Confirmed,6,2019,2,,,
BOSOX,3/6/2019,1,Confirmed,10,2019,3,,,
LAXWE,1/25/2019,1,Confirmed,4,2019,1,,,
BOSNZ,1/27/2019,1,Cancelled,4,2019,1,,,
MKETJ,4/9/2019,1,Cancelled,15,2019,4,,,
MIAAG,12/13/2018,1,Confirmed,50,2018,12,,,
LAXWM,2/25/2019,1,Confirmed,9,2019,2,,,
LAXWM,1/29/2019,1,Confirmed,5,2019,1,,,
WDCLR,4/6/2019,1,Cancelled,14,2019,4,,,
SMFKG,4/7/2019,1,Confirmed,14,2019,4,,,
BALMN,3/2/2019,1,Confirmed,9,2019,3,,,
SMFKG,2/7/2019,1,Cancelled,6,2019,2,,,
ORDAL,3/8/2019,1,Cancelled,10,2019,3,,,
MIAVB,1/30/2019,2,Cancelled,5,2019,1,,,
WDCMO,12/13/2018,1,Confirmed,50,2018,12,,,
SFOBC,9/7/2018,1,Cancelled,36,2018,9,,,
BOSOX,9/20/2018,1,Cancelled,38,2018,9,,,
PHLPP,4/10/2019,1,Confirmed,15,2019,4,,,
ORDAL,3/16/2019,1,Cancelled,11,2019,3,,,
RUTTH,1/7/2019,1,Cancelled,2,2019,1,,,
GCMSE,11/11/2018,1,Cancelled,45,2018,11,,,
BOSOX,12/1/2018,1,Cancelled,48,2018,12,,,
BOSOX,11/22/2018,1,Confirmed,47,2018,11,,,
BOSML,4/10/2019,1,Cancelled,15,2019,4,,,
LAXGY,3/20/2019,1,Cancelled,12,2019,3,,,
LAXGY,4/1/2019,1,Cancelled,14,2019,4,,,
NTCME,9/23/2018,1,Cancelled,38,2018,9,,,
YYZBS,3/26/2019,1,Confirmed,13,2019,3,,,
WDCTP,9/23/2018,1,Cancelled,38,2018,9,,,
WDCRG,11/28/2018,1,Confirmed,48,2018,11,,,
SMFKG,3/20/2019,1,Cancelled,12,2019,3,,,
PHLPP,3/24/2019,1,Confirmed,12,2019,3,,,
MIAVB,1/22/2019,1,Confirmed,4,2019,1,,,
MIAAG,10/25/2018,1,Cancelled,43,2018,10,,,
ORDCH,1/29/2019,2,Confirmed,5,2019,1,,,
