Mnemonic Code,Day of Confirmation Date,Bookings,Booking Status,Week_Number,year,month,,,Mnemonic Code
WDCMA,9/20/2018,1,Confirmed,38,2018,9,,,
WDCMO,2/24/2018,1,Confirmed,8,2018,2,,,
WDCLR,9/18/2018,1,Confirmed,38,2018,9,,,
WDCTP,9/9/2018,1,Cancelled,36,2018,9,,,
WDCTP,9/21/2018,3,Confirmed,38,2018,9,,,
YYZBS,8/13/2018,1,Cancelled,33,2018,8,,,
YYZBS,9/6/2018,2,Confirmed,36,2018,9,,,
YYZBS,9/8/2018,1,Cancelled,36,2018,9,,,
YYZBS,9/10/2018,2,Confirmed,37,2018,9,,,
WDCRO,8/28/2018,3,Confirmed,35,2018,8,,,
WDCRO,9/18/2018,1,Confirmed,38,2018,9,,,
WDCRO,9/21/2018,4,Confirmed,38,2018,9,,,
WDCSV,9/16/2018,3,Cancelled,37,2018,9,,,
WDCSV,9/17/2018,3,Cancelled,38,2018,9,,,
WDCTP,8/26/2018,1,Cancelled,34,2018,8,,,
WDCTP,9/2/2018,2,Cancelled,35,2018,9,,,
WDCHG,9/7/2018,1,Cancelled,36,2018,9,,,
WDCHG,6/4/2018,1,Cancelled,23,2018,6,,,
SLCSL,2/17/2018,1,Cancelled,7,2018,2,,,
SMFKG,9/17/2018,1,Cancelled,38,2018,9,,,
SMFKG,9/17/2018,4,Confirmed,38,2018,9,,,
SMFKG,9/21/2018,3,Confirmed,38,2018,9,,,
WDCDP,9/17/2018,6,Confirmed,38,2018,9,,,
WDCDP,9/19/2018,5,Confirmed,38,2018,9,,,
SLCSL,9/21/2018,1,Confirmed,38,2018,9,,,
ORDTG,9/14/2018,1,Confirmed,37,2018,9,,,
LAXGY,9/20/2018,6,Confirmed,38,2018,9,,,
LAXGY,8/24/2018,1,Cancelled,34,2018,8,,,
GCMSE,8/27/2018,1,Cancelled,35,2018,8,,,
INTCH,2/4/2018,1,Confirmed,5,2018,2,,,
INTCH,2/4/2018,2,Cancelled,5,2018,2,,,
INTCH,7/22/2018,3,Cancelled,29,2018,7,,,
LAXWE,9/20/2018,2,Confirmed,38,2018,9,,,
LAXWM,8/25/2018,2,Confirmed,34,2018,8,,,
LAXWE,9/15/2018,4,Cancelled,37,2018,9,,,
LAXSB,9/21/2018,2,Confirmed,38,2018,9,,,
LAXSB,8/10/2018,1,Confirmed,32,2018,8,,,
BNAAE,6/3/2018,2,Cancelled,22,2018,6,,,
BOSML,9/5/2018,4,Confirmed,36,2018,9,,,
BNAAE,6/2/2018,1,Cancelled,22,2018,6,,,
BOSML,9/12/2018,3,Confirmed,37,2018,9,,,
BOSML,9/16/2018,3,Cancelled,37,2018,9,,,
BOSML,9/17/2018,3,Confirmed,38,2018,9,,,
BOSML,9/17/2018,3,Cancelled,38,2018,9,,,
BOSML,9/21/2018,6,Confirmed,38,2018,9,,,
BNAAE,5/21/2018,1,Confirmed,21,2018,5,,,
BNAAE,4/28/2018,1,Confirmed,17,2018,4,,,
ORDTG,9/10/2018,2,Cancelled,37,2018,9,,,
AUSVZ,7/6/2018,2,Confirmed,27,2018,7,,,
AUSVZ,9/17/2018,2,Confirmed,38,2018,9,,,
BALMN,9/5/2018,2,Confirmed,36,2018,9,,,
DENBO,9/19/2018,3,Confirmed,38,2018,9,,,
DENBO,9/21/2018,3,Confirmed,38,2018,9,,,
DENDM,8/5/2018,2,Confirmed,31,2018,8,,,
DENBO,7/18/2018,2,Cancelled,29,2018,7,,,
CLTKM,9/17/2018,2,Confirmed,38,2018,9,,,
BOSNZ,9/21/2018,1,Confirmed,38,2018,9,,,
BOSOX,8/26/2018,1,Cancelled,34,2018,8,,,
BOSOX,9/14/2018,3,Cancelled,37,2018,9,,,
BOSOX,9/14/2018,3,Confirmed,37,2018,9,,,
BOSOX,9/17/2018,2,Cancelled,38,2018,9,,,
CLESH,2/17/2018,1,Confirmed,7,2018,2,,,
CLESH,9/17/2018,1,Cancelled,38,2018,9,,,
ORDCH,8/11/2018,1,Confirmed,32,2018,8,,,
ORDCH,9/19/2018,1,Confirmed,38,2018,9,,,
ORDCM,8/3/2018,1,Cancelled,31,2018,8,,,
ORDCM,9/13/2018,3,Confirmed,37,2018,9,,,
ORDCM,9/22/2018,3,Cancelled,38,2018,9,,,
ORDTG,6/13/2018,2,Cancelled,24,2018,6,,,
ORDTG,8/5/2018,1,Cancelled,31,2018,8,,,
ORDTG,8/20/2018,1,Cancelled,34,2018,8,,,
ORDTG,8/22/2018,1,Confirmed,34,2018,8,,,
ORDTG,9/6/2018,1,Confirmed,36,2018,9,,,
ORDAL,9/1/2018,2,Cancelled,35,2018,9,,,
ORDAL,9/7/2018,4,Cancelled,36,2018,9,,,
ORDAL,9/12/2018,12,Confirmed,37,2018,9,,,
ORDAL,9/17/2018,6,Cancelled,38,2018,9,,,
ORDAL,9/17/2018,10,Confirmed,38,2018,9,,,
ORDAL,9/20/2018,8,Confirmed,38,2018,9,,,
NYCAA,9/21/2018,10,Confirmed,38,2018,9,,,
MIAEP,9/22/2018,5,Cancelled,38,2018,9,,,
MIAAG,8/14/2018,1,Cancelled,33,2018,8,,,
MIAAG,8/15/2018,1,Cancelled,33,2018,8,,,
MIAAG,8/21/2018,3,Confirmed,34,2018,8,,,
NYCAA,8/13/2018,3,Confirmed,33,2018,8,,,
NYCAA,7/26/2018,2,Cancelled,30,2018,7,,,
NTCME,9/17/2018,4,Cancelled,38,2018,9,,,
MKETJ,9/21/2018,1,Confirmed,38,2018,9,,,
NTCME,9/15/2018,3,Confirmed,37,2018,9,,,
SEAVP,7/7/2018,4,Cancelled,27,2018,7,,,
SEAVP,9/13/2018,2,Confirmed,37,2018,9,,,
SEAPD,9/7/2018,1,Confirmed,36,2018,9,,,
SAVKB,9/14/2018,1,Confirmed,37,2018,9,,,
SAVKB,9/20/2018,2,Confirmed,38,2018,9,,,
SEAAX,9/2/2018,1,Cancelled,35,2018,9,,,
SEAPD,4/9/2018,1,Confirmed,15,2018,4,,,
SFOBC,9/22/2018,2,Cancelled,38,2018,9,,,
SANSO,4/2/2018,1,Cancelled,14,2018,4,,,
PSPNP,9/18/2018,3,Cancelled,38,2018,9,,,
PSPNP,9/22/2018,4,Confirmed,38,2018,9,,,
SABCN,9/22/2018,3,Confirmed,38,2018,9,,,
PDXVP,9/11/2018,6,Confirmed,37,2018,9,,,
PHLPP,9/18/2018,2,Confirmed,38,2018,9,,,
SANPR,1/20/2018,5,Cancelled,3,2018,1,,,
SANPR,9/18/2018,2,Confirmed,38,2018,9,,,
SANSO,1/16/2018,1,Cancelled,3,2018,1,,,
SANPR,1/24/2018,2,Cancelled,4,2018,1,,,
WDCRG,9/19/2018,1,Cancelled,38,2018,9,,,
WDCTP,9/22/2018,1,Cancelled,38,2018,9,,,
YYZBS,9/12/2018,5,Confirmed,37,2018,9,,,
YYZBS,9/21/2018,1,Confirmed,38,2018,9,,,
WDCTP,9/7/2018,1,Cancelled,36,2018,9,,,
WDCTP,8/25/2018,2,Confirmed,34,2018,8,,,
WDCTP,9/6/2018,1,Cancelled,36,2018,9,,,
WDCLR,9/21/2018,1,Cancelled,38,2018,9,,,
WDCDP,8/31/2018,3,Confirmed,35,2018,8,,,
WDCDP,9/15/2018,1,Cancelled,37,2018,9,,,
WDCDP,9/20/2018,2,Confirmed,38,2018,9,,,
WDCDV,8/9/2018,1,Cancelled,32,2018,8,,,
WDCDV,8/31/2018,1,Confirmed,35,2018,8,,,
WDCDV,9/14/2018,3,Cancelled,37,2018,9,,,
SMFKG,9/19/2018,3,Cancelled,38,2018,9,,,
SLCSL,8/31/2018,1,Cancelled,35,2018,8,,,
SLCSL,9/15/2018,2,Confirmed,37,2018,9,,,
SLCSL,9/16/2018,1,Cancelled,37,2018,9,,,
SLCSL,9/23/2018,3,Confirmed,38,2018,9,,,
SMFKG,7/15/2018,1,Confirmed,28,2018,7,,,
SMFKG,9/13/2018,4,Confirmed,37,2018,9,,,
SMFKG,9/15/2018,1,Confirmed,37,2018,9,,,
PDXVP,7/25/2018,1,Cancelled,30,2018,7,,,
PDXPR,9/18/2018,1,Confirmed,38,2018,9,,,
LAXSB,8/6/2018,1,Cancelled,32,2018,8,,,
GCMSE,9/2/2018,2,Confirmed,35,2018,9,,,
GCMSE,8/26/2018,4,Cancelled,34,2018,8,,,
LAXWE,9/14/2018,4,Cancelled,37,2018,9,,,
BNAAE,8/4/2018,1,Confirmed,31,2018,8,,,
BNAAE,9/3/2018,1,Confirmed,36,2018,9,,,
BNAAE,9/20/2018,1,Confirmed,38,2018,9,,,
BOSML,9/8/2018,1,Cancelled,36,2018,9,,,
BOSML,9/19/2018,3,Cancelled,38,2018,9,,,
PDXVP,7/25/2018,1,Confirmed,30,2018,7,,,
DENBO,9/17/2018,2,Confirmed,38,2018,9,,,
DENBO,9/22/2018,1,Cancelled,38,2018,9,,,
DENDM,8/31/2018,2,Cancelled,35,2018,8,,,
CLTKM,9/22/2018,3,Confirmed,38,2018,9,,,
BOSNZ,9/10/2018,2,Confirmed,37,2018,9,,,
BOSNZ,9/22/2018,3,Confirmed,38,2018,9,,,
BOSOX,9/16/2018,2,Confirmed,37,2018,9,,,
BOSOX,9/21/2018,8,Confirmed,38,2018,9,,,
BOSOX,9/22/2018,4,Confirmed,38,2018,9,,,
CLESH,7/9/2018,1,Cancelled,28,2018,7,,,
CLESH,7/11/2018,1,Cancelled,28,2018,7,,,
CLESH,7/22/2018,1,Confirmed,29,2018,7,,,
CLTKM,9/15/2018,1,Confirmed,37,2018,9,,,
CLTKM,9/22/2018,1,Cancelled,38,2018,9,,,
PDXPM,8/31/2018,1,Confirmed,35,2018,8,,,
ORDAL,9/21/2018,10,Confirmed,38,2018,9,,,
ORDCH,6/8/2018,1,Confirmed,23,2018,6,,,
ORDCM,9/5/2018,2,Confirmed,36,2018,9,,,
ORDAL,9/6/2018,3,Cancelled,36,2018,9,,,
MKETJ,1/16/2018,1,Confirmed,3,2018,1,,,
MKETJ,9/15/2018,1,Confirmed,37,2018,9,,,
MIAAG,8/31/2018,4,Cancelled,35,2018,8,,,
MSPGR,8/31/2018,2,Confirmed,35,2018,8,,,
NTCME,2/26/2018,1,Cancelled,9,2018,2,,,
MSPGR,9/14/2018,1,Confirmed,37,2018,9,,,
NYCAA,7/20/2018,1,Cancelled,29,2018,7,,,
NTCME,8/1/2018,1,Cancelled,31,2018,8,,,
NTCME,9/22/2018,4,Confirmed,38,2018,9,,,
SEAVP,7/11/2018,2,Cancelled,28,2018,7,,,
SEAAX,8/13/2018,1,Confirmed,33,2018,8,,,
SBAGG,9/23/2018,3,Confirmed,38,2018,9,,,
SEAPD,7/4/2018,1,Confirmed,27,2018,7,,,
SEAPD,9/13/2018,2,Confirmed,37,2018,9,,,
SEAPD,9/23/2018,2,Confirmed,38,2018,9,,,
SBAGG,3/16/2018,1,Confirmed,11,2018,3,,,
PHLPM,9/15/2018,2,Cancelled,37,2018,9,,,
SAVKB,9/3/2018,1,Confirmed,36,2018,9,,,
PHXPX,5/16/2018,1,Cancelled,20,2018,5,,,
PHLPM,9/16/2018,1,Confirmed,37,2018,9,,,
PDXVP,9/23/2018,1,Confirmed,38,2018,9,,,
PDXVP,9/22/2018,1,Confirmed,38,2018,9,,,
PDXPM,9/4/2018,2,Cancelled,36,2018,9,,,
PDXPM,9/23/2018,2,Confirmed,38,2018,9,,,
PDXVP,9/1/2018,2,Confirmed,35,2018,9,,,
RUTTH,9/18/2018,1,Cancelled,38,2018,9,,,
SANSO,3/2/2018,1,Cancelled,9,2018,3,,,
SANSO,9/20/2018,2,Confirmed,38,2018,9,,,
WDCRG,9/14/2018,1,Cancelled,37,2018,9,,,
WDCRG,9/14/2018,1,Confirmed,37,2018,9,,,
WDCRO,9/20/2018,3,Confirmed,38,2018,9,,,
WDCHG,9/24/2018,2,Cancelled,39,2018,9,,,
YYZBS,9/14/2018,2,Confirmed,37,2018,9,,,
YYZBS,9/5/2018,2,Confirmed,36,2018,9,,,
YYZBS,7/23/2018,2,Cancelled,30,2018,7,,,
WDCTP,9/23/2018,5,Confirmed,38,2018,9,,,
WDCSV,9/20/2018,2,Confirmed,38,2018,9,,,
WDCSV,9/23/2018,1,Confirmed,38,2018,9,,,
WDCRO,9/23/2018,1,Confirmed,38,2018,9,,,
SMFKG,9/23/2018,2,Confirmed,38,2018,9,,,
PDXPM,8/27/2018,1,Cancelled,35,2018,8,,,
SEAAX,8/2/2018,3,Confirmed,31,2018,8,,,
LAXWE,8/26/2018,1,Cancelled,34,2018,8,,,
LAXSB,9/23/2018,3,Cancelled,38,2018,9,,,
LAXSB,9/22/2018,6,Confirmed,38,2018,9,,,
LAXGY,9/22/2018,3,Confirmed,38,2018,9,,,
INTCH,9/22/2018,1,Confirmed,38,2018,9,,,
MIAAG,9/20/2018,5,Confirmed,38,2018,9,,,
LAXWE,9/21/2018,6,Confirmed,38,2018,9,,,
INTCH,9/20/2018,3,Confirmed,38,2018,9,,,
BOSML,7/25/2018,1,Cancelled,30,2018,7,,,
BNAAE,9/24/2018,1,Confirmed,39,2018,9,,,
BNAAE,9/18/2018,1,Cancelled,38,2018,9,,,
GCMSE,8/10/2018,2,Cancelled,32,2018,8,,,
DENDM,9/7/2018,2,Confirmed,36,2018,9,,,
DENBO,9/15/2018,3,Cancelled,37,2018,9,,,
BOSNZ,9/13/2018,2,Confirmed,37,2018,9,,,
BOSOX,9/21/2018,3,Cancelled,38,2018,9,,,
CLESH,9/12/2018,1,Confirmed,37,2018,9,,,
CLTKM,9/13/2018,1,Confirmed,37,2018,9,,,
CLESH,9/8/2018,3,Confirmed,36,2018,9,,,
ORDCH,9/9/2018,1,Confirmed,36,2018,9,,,
MIAEP,9/23/2018,4,Confirmed,38,2018,9,,,
NYCAA,8/20/2018,3,Cancelled,34,2018,8,,,
NYCAA,8/30/2018,4,Cancelled,35,2018,8,,,
NTCME,8/7/2018,1,Cancelled,32,2018,8,,,
SEAAX,9/12/2018,1,Confirmed,37,2018,9,,,
SBAGG,9/24/2018,1,Confirmed,39,2018,9,,,
RUTTH,9/24/2018,1,Confirmed,39,2018,9,,,
SBAGG,7/29/2018,1,Cancelled,30,2018,7,,,
SAVKB,9/17/2018,1,Cancelled,38,2018,9,,,
SAVKB,8/31/2018,2,Confirmed,35,2018,8,,,
SANSO,9/19/2018,2,Confirmed,38,2018,9,,,
WDCPA,9/4/2018,1,Cancelled,36,2018,9,,,
WDCMO,8/23/2018,2,Cancelled,34,2018,8,,,
WDCLR,9/24/2018,2,Confirmed,39,2018,9,,,
SMFKG,9/10/2018,3,Cancelled,37,2018,9,,,
WDCMO,8/22/2018,1,Cancelled,34,2018,8,,,
WDCPA,9/21/2018,3,Confirmed,38,2018,9,,,
WDCPA,9/22/2018,2,Confirmed,38,2018,9,,,
SLCSL,8/12/2018,1,Confirmed,32,2018,8,,,
SLCSL,2/20/2018,1,Confirmed,8,2018,2,,,
LAXWE,4/16/2018,1,Cancelled,16,2018,4,,,
LAXWE,9/23/2018,4,Confirmed,38,2018,9,,,
PDXVP,7/20/2018,1,Cancelled,29,2018,7,,,
BNAAE,9/14/2018,1,Confirmed,37,2018,9,,,
INTCH,9/23/2018,2,Confirmed,38,2018,9,,,
INTCH,9/21/2018,1,Confirmed,38,2018,9,,,
CLESH,9/15/2018,1,Confirmed,37,2018,9,,,
MIAAG,9/24/2018,4,Cancelled,39,2018,9,,,
PDXPM,9/21/2018,3,Confirmed,38,2018,9,,,
PDXPM,9/5/2018,5,Confirmed,36,2018,9,,,
ORDCM,8/3/2018,1,Confirmed,31,2018,8,,,
ORDAL,9/24/2018,9,Confirmed,39,2018,9,,,
NTCME,8/14/2018,2,Cancelled,33,2018,8,,,
MKETJ,8/17/2018,1,Confirmed,33,2018,8,,,
MIAEP,9/22/2018,6,Confirmed,38,2018,9,,,
SFOBC,9/26/2018,11,Cancelled,39,2018,9,,,
SANPR,9/23/2018,2,Confirmed,38,2018,9,,,
RUTTH,9/10/2018,4,Confirmed,37,2018,9,,,
SANSO,6/26/2018,1,Confirmed,26,2018,6,,,
SEASM,8/4/2018,1,Confirmed,31,2018,8,,,
SAVKB,9/25/2018,3,Confirmed,39,2018,9,,,
SAVKB,9/23/2018,2,Confirmed,38,2018,9,,,
SAVKB,5/11/2018,1,Confirmed,19,2018,5,,,
SANSO,9/11/2018,1,Cancelled,37,2018,9,,,
SEAVP,7/24/2018,1,Confirmed,30,2018,7,,,
WDCMO,9/25/2018,1,Confirmed,39,2018,9,,,
WDCSV,9/21/2018,1,Cancelled,38,2018,9,,,
WDCRO,9/11/2018,4,Confirmed,37,2018,9,,,
WDCDP,7/6/2018,2,Confirmed,27,2018,7,,,
WDCDP,3/14/2018,1,Cancelled,11,2018,3,,,
SLCSL,9/25/2018,4,Confirmed,39,2018,9,,,
BNAAE,8/21/2018,2,Confirmed,34,2018,8,,,
LAXWE,9/4/2018,1,Confirmed,36,2018,9,,,
LAXSB,9/26/2018,7,Confirmed,39,2018,9,,,
LAXSB,9/13/2018,2,Cancelled,37,2018,9,,,
LAXWE,9/24/2018,4,Confirmed,39,2018,9,,,
MIAAG,9/22/2018,2,Confirmed,38,2018,9,,,
LAXWM,8/23/2018,1,Confirmed,34,2018,8,,,
LAXGY,9/21/2018,3,Cancelled,38,2018,9,,,
LAXGY,9/9/2018,6,Cancelled,36,2018,9,,,
CLESH,9/26/2018,1,Cancelled,39,2018,9,,,
CLESH,9/25/2018,9,Confirmed,39,2018,9,,,
ORDCH,9/18/2018,1,Cancelled,38,2018,9,,,
ORDAL,8/26/2018,4,Cancelled,34,2018,8,,,
MSPGR,9/24/2018,5,Confirmed,39,2018,9,,,
MIAEP,9/24/2018,2,Confirmed,39,2018,9,,,
SEAVP,9/6/2018,1,Confirmed,36,2018,9,,,
SABCN,9/26/2018,2,Confirmed,39,2018,9,,,
RUTTH,9/26/2018,1,Confirmed,39,2018,9,,,
PITHM,9/17/2018,4,Confirmed,38,2018,9,,,
PHXPX,9/22/2018,2,Confirmed,38,2018,9,,,
PDXPM,8/25/2018,1,Cancelled,34,2018,8,,,
SEASM,8/31/2018,1,Cancelled,35,2018,8,,,
SBAGG,9/27/2018,3,Confirmed,39,2018,9,,,
SBAGG,9/26/2018,4,Confirmed,39,2018,9,,,
SBAGG,9/20/2018,2,Cancelled,38,2018,9,,,
SAVKB,9/14/2018,1,Cancelled,37,2018,9,,,
WDCRO,8/21/2018,2,Cancelled,34,2018,8,,,
WDCRG,9/4/2018,1,Confirmed,36,2018,9,,,
WDCRO,9/19/2018,4,Cancelled,38,2018,9,,,
YYZBS,9/26/2018,2,Cancelled,39,2018,9,,,
YYZBS,9/23/2018,1,Cancelled,38,2018,9,,,
WDCSV,9/25/2018,3,Cancelled,39,2018,9,,,
WDCSV,9/18/2018,1,Cancelled,38,2018,9,,,
WDCSV,7/29/2018,1,Confirmed,30,2018,7,,,
WDCSV,6/4/2018,1,Cancelled,23,2018,6,,,
WDCRO,9/19/2018,2,Confirmed,38,2018,9,,,
WDCMO,9/26/2018,1,Confirmed,39,2018,9,,,
WDCHG,9/13/2018,1,Cancelled,37,2018,9,,,
WDCDV,9/17/2018,2,Confirmed,38,2018,9,,,
WDCDP,6/9/2018,1,Cancelled,23,2018,6,,,
SMFKG,9/26/2018,2,Cancelled,39,2018,9,,,
SMFKG,9/25/2018,6,Confirmed,39,2018,9,,,
LAXSB,7/28/2018,1,Confirmed,30,2018,7,,,
INTCH,9/26/2018,2,Confirmed,39,2018,9,,,
LAXWE,9/18/2018,1,Confirmed,38,2018,9,,,
BOSML,9/14/2018,2,Confirmed,37,2018,9,,,
AUSVZ,9/20/2018,1,Cancelled,38,2018,9,,,
DENBO,6/30/2018,1,Confirmed,26,2018,6,,,
CLTKM,9/27/2018,4,Confirmed,39,2018,9,,,
CLTKM,9/18/2018,3,Confirmed,38,2018,9,,,
BOSOX,9/24/2018,2,Cancelled,39,2018,9,,,
BOSOX,9/5/2018,3,Cancelled,36,2018,9,,,
BOSOX,8/30/2018,1,Confirmed,35,2018,8,,,
BOSOX,7/9/2018,1,Cancelled,28,2018,7,,,
NYCAA,9/14/2018,3,Cancelled,37,2018,9,,,
NYCAA,8/15/2018,3,Cancelled,33,2018,8,,,
NYCAA,9/25/2018,9,Confirmed,39,2018,9,,,
NYCAA,9/22/2018,9,Confirmed,38,2018,9,,,
MSPGR,9/3/2018,1,Confirmed,36,2018,9,,,
MSPGR,9/25/2018,1,Confirmed,39,2018,9,,,
MSPGR,9/12/2018,2,Confirmed,37,2018,9,,,
MIAVB,8/28/2018,2,Confirmed,35,2018,8,,,
SFOBC,7/30/2018,1,Confirmed,31,2018,7,,,
SEAVP,9/7/2018,1,Confirmed,36,2018,9,,,
SEAPD,9/14/2018,1,Confirmed,37,2018,9,,,
SEASM,9/13/2018,2,Confirmed,37,2018,9,,,
SEAPD,9/15/2018,1,Confirmed,37,2018,9,,,
SEAAX,7/25/2018,2,Confirmed,30,2018,7,,,
SBAGG,9/28/2018,3,Confirmed,39,2018,9,,,
SAVKB,9/13/2018,1,Confirmed,37,2018,9,,,
SAVKB,9/19/2018,1,Confirmed,38,2018,9,,,
SEAVP,8/29/2018,1,Cancelled,35,2018,8,,,
PDXPR,6/7/2018,1,Cancelled,23,2018,6,,,
PDXPM,8/2/2018,1,Cancelled,31,2018,8,,,
ORDTG,9/21/2018,4,Confirmed,38,2018,9,,,
ORDTG,9/17/2018,2,Confirmed,38,2018,9,,,
ORDTG,9/15/2018,1,Confirmed,37,2018,9,,,
ORDTG,8/4/2018,1,Confirmed,31,2018,8,,,
ORDCM,9/1/2018,1,Confirmed,35,2018,9,,,
PHLPM,9/27/2018,6,Confirmed,39,2018,9,,,
SANSO,7/11/2018,1,Cancelled,28,2018,7,,,
SANSO,3/14/2018,1,Confirmed,11,2018,3,,,
SABCN,9/27/2018,1,Confirmed,39,2018,9,,,
SABCN,9/3/2018,1,Cancelled,36,2018,9,,,
RUTTH,9/22/2018,3,Confirmed,38,2018,9,,,
PSPNP,9/26/2018,1,Confirmed,39,2018,9,,,
PITHM,9/8/2018,2,Confirmed,36,2018,9,,,
PHXPX,9/27/2018,5,Confirmed,39,2018,9,,,
PHXPX,9/25/2018,4,Confirmed,39,2018,9,,,
PHLPP,7/23/2018,1,Cancelled,30,2018,7,,,
WDCRO,9/27/2018,8,Confirmed,39,2018,9,,,
WDCRO,9/24/2018,2,Cancelled,39,2018,9,,,
WDCRO,9/21/2018,1,Cancelled,38,2018,9,,,
WDCRO,9/5/2018,1,Cancelled,36,2018,9,,,
WDCRG,9/27/2018,2,Confirmed,39,2018,9,,,
WDCRG,9/21/2018,3,Confirmed,38,2018,9,,,
WDCRG,9/26/2018,2,Cancelled,39,2018,9,,,
ORDAL,9/27/2018,9,Confirmed,39,2018,9,,,
YYZBS,9/27/2018,1,Cancelled,39,2018,9,,,
YYZBS,9/26/2018,2,Confirmed,39,2018,9,,,
YYZBS,9/13/2018,2,Cancelled,37,2018,9,,,
WDCSV,9/26/2018,2,Confirmed,39,2018,9,,,
WDCSV,9/22/2018,1,Cancelled,38,2018,9,,,
WDCMO,9/27/2018,2,Cancelled,39,2018,9,,,
WDCHG,9/4/2018,2,Cancelled,36,2018,9,,,
WDCDV,8/8/2018,2,Confirmed,32,2018,8,,,
ORDAL,9/20/2018,8,Cancelled,38,2018,9,,,
LAXGY,9/27/2018,2,Cancelled,39,2018,9,,,
INTCH,6/30/2018,2,Confirmed,26,2018,6,,,
INTCH,1/22/2018,2,Cancelled,4,2018,1,,,
GCMSE,9/19/2018,1,Confirmed,38,2018,9,,,
GCMSE,9/18/2018,2,Cancelled,38,2018,9,,,
LAXWE,8/28/2018,1,Cancelled,35,2018,8,,,
LAXSB,9/27/2018,4,Confirmed,39,2018,9,,,
GCMSE,9/2/2018,4,Cancelled,35,2018,9,,,
BOSML,9/7/2018,1,Cancelled,36,2018,9,,,
BOSML,7/14/2018,2,Cancelled,28,2018,7,,,
BNAAE,1/26/2018,1,Cancelled,4,2018,1,,,
BALMN,9/19/2018,1,Confirmed,38,2018,9,,,
BALMN,7/10/2018,1,Confirmed,28,2018,7,,,
AUSVZ,7/8/2018,1,Confirmed,27,2018,7,,,
AUSVZ,6/3/2018,2,Cancelled,22,2018,6,,,
AUSVZ,5/18/2018,1,Cancelled,20,2018,5,,,
DENDM,2/17/2018,1,Cancelled,7,2018,2,,,
CLTKM,9/7/2018,1,Confirmed,36,2018,9,,,
BOSOX,9/16/2018,1,Cancelled,37,2018,9,,,
BOSOX,9/11/2018,6,Confirmed,37,2018,9,,,
BOSOX,8/24/2018,1,Cancelled,34,2018,8,,,
BOSNZ,9/9/2018,1,Confirmed,36,2018,9,,,
ORDAL,8/28/2018,3,Cancelled,35,2018,8,,,
MIAAG,9/27/2018,1,Confirmed,39,2018,9,,,
MIAEP,9/27/2018,2,Cancelled,39,2018,9,,,
MIAEP,9/27/2018,5,Confirmed,39,2018,9,,,
NTCME,5/15/2018,1,Cancelled,20,2018,5,,,
MSPGR,9/19/2018,1,Confirmed,38,2018,9,,,
MIAEP,9/28/2018,2,Cancelled,39,2018,9,,,
PSPNP,8/6/2018,1,Cancelled,32,2018,8,,,
PSPNP,8/26/2018,2,Confirmed,34,2018,8,,,
SANPR,9/28/2018,3,Confirmed,39,2018,9,,,
SANPR,9/19/2018,3,Confirmed,38,2018,9,,,
PHXPX,8/18/2018,1,Cancelled,33,2018,8,,,
PDXPR,9/22/2018,1,Confirmed,38,2018,9,,,
PDXPR,9/11/2018,1,Confirmed,37,2018,9,,,
PHLPP,9/3/2018,1,Cancelled,36,2018,9,,,
PHLPP,9/20/2018,1,Cancelled,38,2018,9,,,
PHLPP,9/27/2018,3,Confirmed,39,2018,9,,,
PHLPP,9/28/2018,4,Confirmed,39,2018,9,,,
SEAPD,8/26/2018,1,Confirmed,34,2018,8,,,
SEAPD,9/5/2018,3,Confirmed,36,2018,9,,,
SEAPD,9/27/2018,3,Confirmed,39,2018,9,,,
SEAAX,9/18/2018,2,Confirmed,38,2018,9,,,
SEASM,9/3/2018,1,Confirmed,36,2018,9,,,
SEASM,9/11/2018,1,Cancelled,37,2018,9,,,
SEASM,9/25/2018,1,Cancelled,39,2018,9,,,
SEASM,9/25/2018,1,Confirmed,39,2018,9,,,
SEASM,9/9/2018,1,Confirmed,36,2018,9,,,
SANSO,9/7/2018,1,Cancelled,36,2018,9,,,
SAVKB,9/3/2018,1,Cancelled,36,2018,9,,,
SBAGG,8/21/2018,1,Cancelled,34,2018,8,,,
SBAGG,9/24/2018,1,Cancelled,39,2018,9,,,
ORDTG,9/24/2018,2,Confirmed,39,2018,9,,,
ORDTG,9/18/2018,1,Confirmed,38,2018,9,,,
ORDAL,9/3/2018,2,Confirmed,36,2018,9,,,
ORDAL,9/4/2018,4,Cancelled,36,2018,9,,,
ORDAL,9/5/2018,8,Cancelled,36,2018,9,,,
ORDTG,9/23/2018,1,Cancelled,38,2018,9,,,
ORDCM,9/9/2018,2,Confirmed,36,2018,9,,,
ORDCM,7/27/2018,2,Cancelled,30,2018,7,,,
ORDTG,8/23/2018,1,Cancelled,34,2018,8,,,
ORDTG,9/4/2018,1,Cancelled,36,2018,9,,,
ORDTG,9/16/2018,1,Confirmed,37,2018,9,,,
ORDAL,9/15/2018,6,Confirmed,37,2018,9,,,
ORDAL,9/23/2018,7,Cancelled,38,2018,9,,,
WDCRG,8/24/2018,1,Cancelled,34,2018,8,,,
WDCPA,9/8/2018,1,Confirmed,36,2018,9,,,
WDCPA,9/28/2018,2,Cancelled,39,2018,9,,,
WDCRG,9/7/2018,1,Cancelled,36,2018,9,,,
WDCRG,9/10/2018,2,Cancelled,37,2018,9,,,
WDCHG,2/28/2018,1,Cancelled,9,2018,2,,,
