,Mnemonic Code,Day of Confirmation Date,Bookings,Booking Status,Week_Number,year
97974,MIASS,2018-08-09,2,Confirmed,32,2018
97975,MIASS,2018-08-03,2,Cancelled,31,2018
97978,MIASS,2018-08-07,4,Confirmed,32,2018
97980,MIASS,2018-08-11,7,Confirmed,32,2018
98309,SFODR,2018-07-17,11,Cancelled,29,2018
98375,LAXWP,2018-08-12,2,Confirmed,32,2018
98627,NYCIK,2018-08-06,3,Confirmed,32,2018
98845,SFODR,2018-08-13,2,Cancelled,33,2018
98849,SFODR,2018-08-04,3,Cancelled,31,2018
99036,NYCIK,2018-08-09,5,Confirmed,32,2018
99038,NYCIK,2018-08-08,1,Cancelled,32,2018
99040,NYCIK,2018-08-02,3,Cancelled,31,2018
99300,SFODR,2018-08-01,1,Confirmed,31,2018
99304,SFODR,2018-07-20,6,Cancelled,29,2018
99451,MIASS,2018-08-12,4,Confirmed,32,2018
99454,NYCIK,2018-08-04,1,Cancelled,31,2018
99496,LAXWP,2018-03-03,2,Cancelled,9,2018
99738,SFODR,2018-08-15,8,Confirmed,33,2018
99875,MIASS,2018-08-15,2,Cancelled,33,2018
99876,MIASS,2018-08-15,6,Confirmed,33,2018
99877,MIASS,2018-08-14,1,Confirmed,33,2018
99880,MIASS,2018-07-27,1,Confirmed,30,2018
99920,LAXWP,2018-08-07,3,Confirmed,32,2018
100165,SFODR,2018-07-19,2,Confirmed,29,2018
100186,SFODR,2018-08-10,2,Confirmed,32,2018
100199,SFODR,2018-08-09,4,Confirmed,32,2018
100213,SFODR,2018-08-14,6,Confirmed,33,2018
100366,MIASS,2018-08-16,3,Confirmed,33,2018
100369,MIASS,2018-08-08,4,Confirmed,32,2018
100371,MIASS,2018-08-02,3,Confirmed,31,2018
100379,NYCIK,2018-08-11,1,Confirmed,32,2018
100380,NYCIK,2018-08-10,1,Confirmed,32,2018
100389,NYCIK,2018-04-19,1,Cancelled,16,2018
100402,MIASS,2018-07-23,3,Cancelled,30,2018
100424,LAXWP,2018-07-03,1,Cancelled,27,2018
100438,MIASS,2018-07-13,3,Cancelled,28,2018
100726,SFODR,2018-08-13,6,Confirmed,33,2018
100731,SFODR,2018-08-16,5,Confirmed,33,2018
100732,SFODR,2018-08-18,1,Cancelled,33,2018
100747,SFODR,2018-08-08,5,Confirmed,32,2018
101008,NYCIK,2018-08-07,5,Cancelled,32,2018
101011,NYCIK,2018-08-13,1,Cancelled,33,2018
101084,MIASS,2018-04-05,1,Cancelled,14,2018
101115,MIASS,2018-07-14,2,Cancelled,28,2018
101154,MIASS,2018-08-01,3,Confirmed,31,2018
101155,MIASS,2018-08-01,1,Cancelled,31,2018
101157,MIASS,2018-08-04,1,Confirmed,31,2018
101478,SFODR,2018-08-18,5,Confirmed,33,2018
101480,SFODR,2018-08-19,2,Confirmed,33,2018
101645,LAXWP,2018-08-19,1,Cancelled,33,2018
101817,NYCIK,2018-08-05,1,Cancelled,31,2018
101892,MIASS,2018-07-12,1,Confirmed,28,2018
101901,MIASS,2018-02-19,1,Cancelled,8,2018
101925,MIASS,2018-07-25,1,Cancelled,30,2018
101956,MIASS,2018-08-10,2,Cancelled,32,2018
102452,NYCIK,2018-07-30,2,Cancelled,31,2018
102455,NYCIK,2018-08-07,1,Confirmed,32,2018
102514,MIASS,2018-08-10,1,Confirmed,32,2018
102551,LAXWP,2018-08-17,1,Confirmed,33,2018
102553,LAXWP,2018-08-08,2,Confirmed,32,2018
102557,MIASS,2018-06-12,2,Cancelled,24,2018
102990,NYCIK,2018-07-01,1,Confirmed,26,2018
102991,NYCIK,2018-03-25,2,Confirmed,12,2018
102996,NYCIK,2018-08-15,1,Confirmed,33,2018
103041,MIASS,2018-08-19,2,Confirmed,33,2018
103043,MIASS,2018-08-17,5,Confirmed,33,2018
103071,LAXWP,2018-05-14,1,Cancelled,20,2018
103302,SFODR,2018-08-20,3,Confirmed,34,2018
103473,MIASS,2018-08-21,6,Confirmed,34,2018
103495,NYCIK,2018-08-18,2,Confirmed,33,2018
103508,NYCIK,2018-08-13,1,Confirmed,33,2018
103600,SFODR,2018-05-20,1,Cancelled,20,2018
103739,SFODR,2018-07-29,9,Cancelled,30,2018
103766,SFODR,2018-08-03,4,Confirmed,31,2018
103933,MIASS,2018-08-18,2,Confirmed,33,2018
103981,LAXWP,2018-08-22,2,Confirmed,34,2018
104226,SFODR,2018-07-16,14,Cancelled,29,2018
104228,SFODR,2018-06-23,3,Cancelled,25,2018
104479,NYCIK,2018-08-14,1,Confirmed,33,2018
104810,SFODR,2018-08-14,2,Cancelled,33,2018
104813,SFODR,2018-08-16,1,Cancelled,33,2018
104817,SFODR,2018-08-24,4,Confirmed,34,2018
104829,SFODR,2018-07-31,9,Cancelled,31,2018
105088,MIASS,2018-08-24,4,Confirmed,34,2018
105098,MIASS,2018-08-09,2,Cancelled,32,2018
105101,MIASS,2018-08-17,3,Cancelled,33,2018
105105,MIASS,2018-08-22,4,Confirmed,34,2018
105129,NYCIK,2018-06-02,1,Confirmed,22,2018
105130,NYCIK,2018-05-18,5,Cancelled,20,2018
105164,LAXWP,2018-08-24,4,Confirmed,34,2018
105196,LAXWP,2018-07-05,2,Confirmed,27,2018
105568,SFODR,2018-08-24,2,Cancelled,34,2018
105591,SFODR,2018-08-25,4,Confirmed,34,2018
105879,NYCIK,2018-01-17,3,Cancelled,3,2018
105898,LAXWP,2018-08-25,2,Confirmed,34,2018
105900,LAXWP,2018-08-26,4,Confirmed,34,2018
106219,SFODR,2018-02-03,2,Cancelled,5,2018
106220,SFODR,2018-06-07,2,Cancelled,23,2018
106266,SFODR,2018-06-25,2,Cancelled,26,2018
106267,SFODR,2018-06-27,2,Cancelled,26,2018
106483,NYCIK,2018-06-26,2,Confirmed,26,2018
106503,LAXWP,2018-08-27,5,Confirmed,35,2018
106550,MIASS,2018-08-08,1,Cancelled,32,2018
106778,SFODR,2018-06-30,1,Cancelled,26,2018
106952,LAXWP,2018-08-25,5,Cancelled,34,2018
106981,LAXWP,2018-08-24,2,Cancelled,34,2018
107036,LAXWP,2018-08-28,4,Cancelled,35,2018
107475,NYCIK,2018-08-25,2,Cancelled,34,2018
107476,NYCIK,2018-08-25,3,Confirmed,34,2018
107505,LAXWP,2018-08-29,6,Confirmed,35,2018
107506,LAXWP,2018-08-29,5,Cancelled,35,2018
107535,MIASS,2018-08-28,1,Confirmed,35,2018
107546,MIASS,2018-08-27,8,Confirmed,35,2018
107740,SFODR,2018-07-15,13,Cancelled,28,2018
107769,SFODR,2018-08-22,1,Confirmed,34,2018
107780,SFODR,2018-08-27,3,Confirmed,35,2018
107904,LAXWP,2018-08-19,2,Confirmed,33,2018
107930,NYCIK,2018-06-29,2,Cancelled,26,2018
107956,NYCIK,2018-08-16,1,Confirmed,33,2018
107977,LAXWP,2018-08-30,10,Confirmed,35,2018
107979,LAXWP,2018-08-28,3,Confirmed,35,2018
108212,SFODR,2018-08-21,2,Confirmed,34,2018
108224,SFODR,2018-07-12,12,Cancelled,28,2018
108442,NYCIK,2018-08-24,2,Confirmed,34,2018
108443,NYCIK,2018-08-22,3,Confirmed,34,2018
108444,NYCIK,2018-08-09,2,Cancelled,32,2018
108473,LAXWP,2018-08-31,5,Confirmed,35,2018
108483,LAXWP,2018-08-23,3,Confirmed,34,2018
108484,LAXWP,2018-08-16,2,Confirmed,33,2018
108821,SFODR,2018-08-30,5,Confirmed,35,2018
109073,NYCIK,2018-05-13,5,Cancelled,19,2018
109133,LAXWP,2018-08-31,1,Cancelled,35,2018
109202,MIASS,2018-08-19,1,Cancelled,33,2018
109222,MIASS,2018-08-20,2,Confirmed,34,2018
109234,MIASS,2018-08-30,7,Confirmed,35,2018
109535,SFODR,2018-09-01,6,Confirmed,35,2018
109541,SFODR,2018-09-02,3,Confirmed,35,2018
109575,SFODR,2018-08-17,1,Confirmed,33,2018
109698,LAXWP,2018-09-01,9,Confirmed,35,2018
109717,LAXWP,2018-06-27,1,Cancelled,26,2018
109820,LAXWP,2018-09-02,11,Confirmed,35,2018
109860,NYCIK,2018-02-22,1,Cancelled,8,2018
109991,MIASS,2018-08-29,3,Confirmed,35,2018
110336,SFODR,2018-08-31,1,Confirmed,35,2018
110529,NYCIK,2018-04-26,2,Cancelled,17,2018
110542,NYCIK,2018-08-26,3,Confirmed,34,2018
110544,NYCIK,2018-08-28,6,Confirmed,35,2018
110567,NYCIK,2018-09-02,1,Confirmed,35,2018
110587,NYCIK,2018-08-28,4,Cancelled,35,2018
110653,MIASS,2018-08-16,2,Cancelled,33,2018
110683,MIASS,2018-09-02,1,Confirmed,35,2018
110978,NYCIK,2018-07-24,1,Cancelled,30,2018
111040,MIASS,2018-08-27,5,Cancelled,35,2018
111068,LAXWP,2018-09-01,2,Cancelled,35,2018
111071,LAXWP,2018-08-26,1,Cancelled,34,2018
111074,LAXWP,2018-08-21,3,Confirmed,34,2018
111075,LAXWP,2018-08-14,1,Cancelled,33,2018
111094,LAXWP,2018-09-03,9,Confirmed,36,2018
111113,LAXWP,2018-09-04,7,Confirmed,36,2018
111273,SFODR,2018-08-23,3,Confirmed,34,2018
111275,SFODR,2018-07-18,16,Cancelled,29,2018
111276,SFODR,2018-07-12,4,Confirmed,28,2018
111503,LAXWP,2018-09-05,10,Confirmed,36,2018
111850,LAXWP,2018-09-06,7,Confirmed,36,2018
111857,LAXWP,2018-08-22,1,Cancelled,34,2018
111858,LAXWP,2018-08-18,1,Confirmed,33,2018
112047,SFODR,2018-09-04,2,Confirmed,36,2018
112048,SFODR,2018-08-28,2,Confirmed,35,2018
112227,NYCIK,2018-04-03,1,Cancelled,14,2018
112228,NYCIK,2018-08-23,3,Confirmed,34,2018
112250,NYCIK,2018-09-06,3,Confirmed,36,2018
112252,NYCIK,2018-09-03,2,Confirmed,36,2018
112272,LAXWP,2018-08-27,3,Cancelled,35,2018
112530,SFODR,2018-09-05,2,Cancelled,36,2018
112538,SFODR,2018-08-29,2,Cancelled,35,2018
112629,LAXWP,2018-05-10,1,Cancelled,19,2018
112738,NYCIK,2018-07-08,2,Cancelled,27,2018
112740,NYCIK,2018-08-19,1,Confirmed,33,2018
112777,NYCIK,2018-09-08,4,Confirmed,36,2018
112826,LAXWP,2018-09-07,11,Confirmed,36,2018
112828,LAXWP,2018-09-08,8,Confirmed,36,2018
113149,SFODR,2018-09-05,4,Confirmed,36,2018
113221,LAXWP,2018-08-06,1,Cancelled,32,2018
113393,NYCIK,2018-08-29,2,Confirmed,35,2018
113394,NYCIK,2018-09-05,3,Confirmed,36,2018
113395,NYCIK,2018-09-07,4,Confirmed,36,2018
113439,LAXWP,2018-09-09,8,Confirmed,36,2018
113688,SFODR,2018-05-28,1,Cancelled,22,2018
113821,MIASS,2018-09-09,2,Confirmed,36,2018
113852,MIASS,2018-08-23,8,Confirmed,34,2018
113858,LAXWP,2018-09-04,3,Cancelled,36,2018
114050,SFODR,2018-09-10,4,Confirmed,37,2018
114070,NYCIK,2018-09-10,2,Confirmed,37,2018
114197,LAXWP,2018-09-06,1,Cancelled,36,2018
114211,LAXWP,2018-09-10,7,Confirmed,37,2018
114285,NYCIK,2018-09-12,7,Confirmed,37,2018
114383,SFODR,2018-07-31,1,Confirmed,31,2018
114803,LAXWP,2018-09-11,7,Confirmed,37,2018
114824,MIASS,2018-09-04,1,Confirmed,36,2018
115034,SFODR,2018-06-28,1,Cancelled,26,2018
115220,LAXWP,2018-06-21,1,Cancelled,25,2018
115237,NYCIK,2018-09-13,3,Confirmed,37,2018
115249,LAXWP,2018-09-14,3,Confirmed,37,2018
115276,MIASS,2018-09-05,2,Cancelled,36,2018
115532,SFODR,2018-09-15,3,Confirmed,37,2018
115746,NYCIK,2018-09-12,2,Cancelled,37,2018
115747,NYCIK,2018-09-11,1,Cancelled,37,2018
115763,MIASS,2018-09-14,12,Cancelled,37,2018
115793,LAXWP,2018-09-03,2,Cancelled,36,2018
115801,LAXWP,2018-09-07,2,Cancelled,36,2018
115821,MIASS,2018-09-10,6,Confirmed,37,2018
115822,MIASS,2018-09-12,2,Confirmed,37,2018
116083,SFODR,2018-09-06,2,Confirmed,36,2018
116399,MIASS,2018-09-15,5,Confirmed,37,2018
116410,MIASS,2018-06-30,1,Confirmed,26,2018
116602,SFODR,2018-09-16,4,Confirmed,37,2018
116646,LAXWP,2018-09-12,2,Confirmed,37,2018
116647,LAXWP,2018-09-10,2,Cancelled,37,2018
116706,LAXWP,2018-09-16,1,Confirmed,37,2018
116809,MIASS,2018-09-13,3,Confirmed,37,2018
116853,SFODR,2018-08-29,2,Confirmed,35,2018
117100,NYCIK,2018-09-14,2,Confirmed,37,2018
117161,LAXWP,2018-09-12,1,Cancelled,37,2018
117191,MIASS,2018-09-11,4,Confirmed,37,2018
117492,NYCIK,2018-09-18,3,Confirmed,38,2018
117493,NYCIK,2018-09-18,3,Cancelled,38,2018
117494,NYCIK,2018-09-17,6,Confirmed,38,2018
117516,LAXWP,2018-09-18,2,Confirmed,38,2018
117535,MIASS,2018-09-18,6,Confirmed,38,2018
117907,MIASS,2018-09-19,5,Confirmed,38,2018
117910,MIASS,2018-08-13,2,Cancelled,33,2018
118334,LAXWP,2018-09-17,3,Confirmed,38,2018
118338,LAXWP,2018-08-17,1,Cancelled,33,2018
118339,LAXWP,2018-08-16,1,Cancelled,33,2018
118368,MIASS,2018-09-17,2,Confirmed,38,2018
118421,SFODR,2018-09-20,5,Confirmed,38,2018
118424,SFODR,2018-08-19,1,Cancelled,33,2018
118425,SFODR,2018-08-22,1,Cancelled,34,2018
118452,SFODR,2018-02-24,1,Cancelled,8,2018
118459,SFODR,2018-07-14,9,Cancelled,28,2018
118902,NYCIK,2018-09-15,4,Confirmed,37,2018
118904,NYCIK,2018-09-16,2,Confirmed,37,2018
118906,NYCIK,2018-09-20,3,Confirmed,38,2018
118978,MIASS,2018-07-27,1,Cancelled,30,2018
118980,MIASS,2018-07-28,1,Cancelled,30,2018
119003,MIASS,2018-09-07,3,Confirmed,36,2018
119124,SFODR,2018-03-10,1,Confirmed,10,2018
119457,LAXWP,2018-09-21,3,Cancelled,38,2018
119612,NYCIK,2018-09-17,2,Cancelled,38,2018
119682,MIASS,2018-09-01,1,Confirmed,35,2018
119683,MIASS,2018-09-10,1,Cancelled,37,2018
119697,NYCIK,2018-04-02,1,Cancelled,14,2018
119965,SFODR,2018-09-22,2,Confirmed,38,2018
119969,SFODR,2018-08-08,2,Cancelled,32,2018
119974,SFODR,2018-07-09,13,Cancelled,28,2018
119980,SFODR,2018-06-13,5,Confirmed,24,2018
120065,LAXWP,2018-09-22,2,Confirmed,38,2018
120172,NYCIK,2018-09-22,1,Cancelled,38,2018
120173,NYCIK,2018-09-23,4,Confirmed,38,2018
120221,MIASS,2018-07-24,2,Cancelled,30,2018
120647,MIASS,2018-07-04,2,Cancelled,27,2018
120831,LAXWP,2018-09-05,1,Cancelled,36,2018
120904,NYCIK,2018-09-21,1,Cancelled,38,2018
121096,SFODR,2018-09-26,3,Cancelled,39,2018
121144,LAXWP,2018-09-24,3,Confirmed,39,2018
121262,MIASS,2018-09-25,3,Cancelled,39,2018
121525,LAXWP,2018-09-21,4,Confirmed,38,2018
121578,LAXWP,2018-09-25,3,Confirmed,39,2018
121607,LAXWP,2018-09-27,8,Confirmed,39,2018
121609,LAXWP,2018-09-28,4,Confirmed,39,2018
121637,LAXWP,2018-09-27,2,Cancelled,39,2018
121655,NYCIK,2018-08-29,2,Cancelled,35,2018
121658,NYCIK,2018-06-17,2,Cancelled,24,2018
121660,NYCIK,2018-04-25,1,Confirmed,17,2018
121712,MIASS,2018-09-14,7,Confirmed,37,2018
121959,SFODR,2018-04-28,2,Cancelled,17,2018
122011,SFODR,2018-09-08,2,Confirmed,36,2018
122013,SFODR,2018-09-23,1,Confirmed,38,2018
122180,LAXWP,2018-09-26,5,Confirmed,39,2018
122329,MIASS,2018-09-16,7,Confirmed,37,2018
122667,SFODR,2018-08-30,1,Cancelled,35,2018
122669,SFODR,2018-09-07,3,Confirmed,36,2018
122859,NYCIK,2018-09-21,2,Confirmed,38,2018
122860,NYCIK,2018-09-23,2,Cancelled,38,2018
123009,MIASS,2018-08-14,3,Cancelled,33,2018
123248,SFODR,2018-09-25,1,Cancelled,39,2018
123250,SFODR,2018-09-18,1,Cancelled,38,2018
123468,MIASS,2018-02-05,1,Cancelled,6,2018
123489,LAXWP,2018-09-30,9,Confirmed,39,2018
123496,MIASS,2018-08-31,2,Confirmed,35,2018
123510,MIASS,2018-09-17,7,Cancelled,38,2018
123706,SFODR,2018-09-19,1,Cancelled,38,2018
123844,NYCIK,2018-09-28,5,Confirmed,39,2018
123865,LAXWP,2018-10-01,5,Confirmed,40,2018
123902,MIASS,2018-07-02,1,Cancelled,27,2018
124165,LAXWP,2018-09-11,1,Cancelled,37,2018
124202,NYCIK,2018-08-31,1,Cancelled,35,2018
124428,LAXWP,2018-09-23,4,Confirmed,38,2018
124435,LAXWP,2018-08-15,1,Confirmed,33,2018
124492,NYCIK,2018-09-25,4,Confirmed,39,2018
124494,NYCIK,2018-09-03,3,Cancelled,36,2018
124502,NYCIK,2018-09-01,1,Cancelled,35,2018
124528,MIASS,2018-09-27,2,Confirmed,39,2018
124799,LAXWP,2018-10-04,8,Confirmed,40,2018
124800,LAXWP,2018-10-03,6,Confirmed,40,2018
124880,NYCIK,2018-10-02,2,Confirmed,40,2018
124881,NYCIK,2018-09-30,3,Confirmed,39,2018
124882,NYCIK,2018-09-29,5,Confirmed,39,2018
124925,MIASS,2018-10-04,8,Confirmed,40,2018
124929,MIASS,2018-09-20,6,Confirmed,38,2018
125216,SFODR,2018-04-02,1,Cancelled,14,2018
125310,LAXWP,2018-09-08,3,Cancelled,36,2018
125420,LAXWP,2018-10-05,9,Confirmed,40,2018
125422,NYCIK,2018-10-05,5,Confirmed,40,2018
125503,LAXWP,2018-10-06,5,Confirmed,40,2018
125944,LAXWP,2018-10-02,1,Confirmed,40,2018
125952,LAXWP,2018-10-05,2,Cancelled,40,2018
125954,LAXWP,2018-10-07,5,Confirmed,40,2018
125959,LAXWP,2018-04-23,2,Cancelled,17,2018
126135,MIASS,2018-09-18,5,Cancelled,38,2018
126139,MIASS,2018-10-03,5,Confirmed,40,2018
126478,SFODR,2018-10-01,1,Confirmed,40,2018
126529,LAXWP,2018-09-14,2,Cancelled,37,2018
126642,NYCIK,2018-10-07,3,Confirmed,40,2018
126664,NYCIK,2018-10-06,1,Confirmed,40,2018
126690,NYCIK,2018-09-27,2,Confirmed,39,2018
126720,NYCIK,2018-09-01,3,Confirmed,35,2018
126934,LAXWP,2018-09-13,2,Confirmed,37,2018
126988,NYCIK,2018-09-19,4,Cancelled,38,2018
127021,NYCIK,2018-10-08,3,Confirmed,41,2018
127200,SFODR,2018-09-11,1,Confirmed,37,2018
127300,NYCIK,2018-09-22,3,Confirmed,38,2018
127305,NYCIK,2018-04-13,2,Cancelled,15,2018
127338,MIASS,2018-10-09,11,Confirmed,41,2018
127340,MIASS,2018-09-26,4,Confirmed,39,2018
127489,SFODR,2018-09-29,1,Cancelled,39,2018
127696,NYCIK,2018-10-10,2,Confirmed,41,2018
127697,NYCIK,2018-09-24,3,Confirmed,39,2018
127986,LAXWP,2018-10-12,10,Confirmed,41,2018
127992,LAXWP,2018-09-28,1,Cancelled,39,2018
127998,LAXWP,2018-08-20,1,Confirmed,34,2018
128122,NYCIK,2018-10-12,7,Confirmed,41,2018
128496,NYCIK,2018-08-27,2,Confirmed,35,2018
128498,NYCIK,2018-10-07,2,Cancelled,40,2018
128499,NYCIK,2018-10-11,1,Cancelled,41,2018
128528,LAXWP,2018-10-08,3,Confirmed,41,2018
128529,LAXWP,2018-09-19,1,Cancelled,38,2018
128530,LAXWP,2018-10-09,5,Confirmed,41,2018
128535,LAXWP,2018-10-13,13,Confirmed,41,2018
128539,LAXWP,2018-09-18,1,Cancelled,38,2018
128871,SFODR,2018-09-09,1,Cancelled,36,2018
129079,NYCIK,2018-07-25,1,Cancelled,30,2018
129081,NYCIK,2018-10-11,5,Confirmed,41,2018
129191,MIASS,2018-10-01,4,Cancelled,40,2018
129192,MIASS,2018-10-13,5,Confirmed,41,2018
129566,NYCIK,2018-10-13,2,Confirmed,41,2018
129571,NYCIK,2018-09-19,1,Confirmed,38,2018
129574,NYCIK,2018-10-15,4,Confirmed,42,2018
129586,LAXWP,2018-10-15,11,Confirmed,42,2018
129588,LAXWP,2018-10-14,9,Confirmed,41,2018
129590,LAXWP,2018-10-14,3,Cancelled,41,2018
129619,MIASS,2018-09-20,3,Cancelled,38,2018
129742,SFODR,2018-09-18,2,Confirmed,38,2018
129745,SFODR,2018-07-10,3,Cancelled,28,2018
129849,LAXWP,2018-10-10,6,Confirmed,41,2018
129851,LAXWP,2018-10-10,3,Cancelled,41,2018
129918,MIASS,2018-07-11,2,Cancelled,28,2018
129919,MIASS,2018-08-25,1,Confirmed,34,2018
130158,NYCIK,2018-10-09,6,Confirmed,41,2018
130181,LAXWP,2018-10-16,4,Confirmed,42,2018
130186,MIASS,2018-09-27,6,Cancelled,39,2018
130339,SFODR,2018-10-09,3,Confirmed,41,2018
130340,SFODR,2018-09-12,2,Confirmed,37,2018
130418,LAXWP,2018-10-17,4,Confirmed,42,2018
130428,MIASS,2018-10-17,8,Confirmed,42,2018
130429,MIASS,2018-10-12,9,Confirmed,41,2018
130657,SFODR,2018-10-10,2,Confirmed,41,2018
130659,SFODR,2018-10-02,6,Confirmed,40,2018
130672,NYCIK,2018-10-17,1,Confirmed,42,2018
130773,MIASS,2018-10-14,7,Cancelled,41,2018
130796,NYCIK,2018-06-26,1,Cancelled,26,2018
130821,LAXWP,2018-10-18,3,Confirmed,42,2018
130822,LAXWP,2018-10-18,1,Cancelled,42,2018
130829,LAXWP,2018-09-29,1,Cancelled,39,2018
131066,SFODR,2018-09-03,1,Cancelled,36,2018
131097,SFODR,2018-09-17,4,Confirmed,38,2018
131115,SFODR,2018-10-16,3,Confirmed,42,2018
131117,SFODR,2018-10-19,1,Cancelled,42,2018
131285,MIASS,2018-10-10,9,Confirmed,41,2018
131337,LAXWP,2018-10-19,4,Confirmed,42,2018
131338,LAXWP,2018-10-20,2,Cancelled,42,2018
131339,LAXWP,2018-10-20,4,Confirmed,42,2018
131651,SFODR,2018-10-07,1,Confirmed,40,2018
131672,SFODR,2018-10-21,3,Cancelled,42,2018
131881,NYCIK,2018-10-20,2,Confirmed,42,2018
131882,NYCIK,2018-10-19,1,Confirmed,42,2018
131896,NYCIK,2018-09-06,1,Cancelled,36,2018
131897,NYCIK,2018-10-18,1,Confirmed,42,2018
131906,LAXWP,2018-10-12,1,Cancelled,41,2018
131914,LAXWP,2018-10-21,1,Confirmed,42,2018
131919,LAXWP,2018-10-02,1,Cancelled,40,2018
131929,LAXWP,2018-09-13,1,Cancelled,37,2018
132042,NYCIK,2018-10-04,5,Confirmed,40,2018
132172,SFODR,2018-06-26,3,Cancelled,26,2018
132353,LAXWP,2018-08-30,1,Cancelled,35,2018
132454,NYCIK,2018-10-22,6,Confirmed,43,2018
132456,NYCIK,2018-10-21,2,Confirmed,42,2018
132664,MIASS,2018-10-08,1,Confirmed,41,2018
132665,MIASS,2018-09-29,1,Confirmed,39,2018
132667,MIASS,2018-09-24,6,Confirmed,39,2018
132711,MIASS,2018-07-06,2,Cancelled,27,2018
132990,MIASS,2018-10-05,5,Confirmed,40,2018
133015,MIASS,2018-09-21,1,Confirmed,38,2018
133027,LAXWP,2018-09-26,1,Cancelled,39,2018
133035,LAXWP,2018-10-22,1,Confirmed,43,2018
133349,LAXWP,2018-10-11,4,Confirmed,41,2018
133354,NYCIK,2018-06-23,2,Confirmed,25,2018
133384,LAXWP,2018-10-23,3,Confirmed,43,2018
133391,MIASS,2018-09-25,2,Confirmed,39,2018
133402,MIASS,2018-10-18,5,Confirmed,42,2018
133405,MIASS,2018-10-14,13,Confirmed,41,2018
133585,SFODR,2018-07-08,1,Cancelled,27,2018
133769,NYCIK,2018-10-25,2,Confirmed,43,2018
133797,LAXWP,2018-10-06,1,Cancelled,40,2018
133801,LAXWP,2018-09-19,2,Confirmed,38,2018
133824,MIASS,2018-10-23,2,Confirmed,43,2018
133825,MIASS,2018-10-20,4,Cancelled,42,2018
133831,MIASS,2018-10-20,4,Confirmed,42,2018
133838,MIASS,2018-09-23,2,Cancelled,38,2018
133841,MIASS,2018-10-11,5,Cancelled,41,2018
134213,LAXWP,2018-04-29,1,Cancelled,17,2018
134417,MIASS,2018-09-29,3,Cancelled,39,2018
134418,MIASS,2018-10-06,4,Confirmed,40,2018
134419,MIASS,2018-10-08,2,Cancelled,41,2018
134428,LAXWP,2018-10-27,7,Confirmed,43,2018
134472,MIASS,2018-10-26,2,Cancelled,43,2018
134476,MIASS,2018-10-21,7,Cancelled,42,2018
134531,SFODR,2018-03-09,2,Cancelled,10,2018
134890,LAXWP,2018-10-19,1,Cancelled,42,2018
134895,LAXWP,2018-10-27,1,Cancelled,43,2018
135015,NYCIK,2018-10-24,2,Cancelled,43,2018
135112,MIASS,2018-10-07,6,Confirmed,40,2018
135116,MIASS,2018-10-13,3,Cancelled,41,2018
135144,MIASS,2018-10-21,4,Confirmed,42,2018
135568,LAXWP,2018-10-01,1,Cancelled,40,2018
135612,NYCIK,2018-10-09,2,Cancelled,41,2018
135613,NYCIK,2018-09-14,1,Cancelled,37,2018
135619,NYCIK,2018-08-21,1,Confirmed,34,2018
135621,NYCIK,2018-06-23,2,Cancelled,25,2018
135623,NYCIK,2018-04-15,2,Cancelled,15,2018
135673,MIASS,2018-10-28,4,Confirmed,43,2018
135676,MIASS,2018-10-25,2,Confirmed,43,2018
135860,SFODR,2018-10-29,3,Cancelled,44,2018
136021,LAXWP,2018-10-24,1,Cancelled,43,2018
136027,LAXWP,2018-10-15,3,Cancelled,42,2018
136029,MIASS,2018-10-16,4,Confirmed,42,2018
136035,MIASS,2018-10-04,9,Cancelled,40,2018
136211,SFODR,2018-10-26,2,Confirmed,43,2018
136217,SFODR,2018-10-22,7,Confirmed,43,2018
136444,NYCIK,2018-10-31,1,Cancelled,44,2018
136559,SFODR,2018-08-27,1,Cancelled,35,2018
136759,MIASS,2018-01-29,1,Cancelled,5,2018
136960,SFODR,2018-10-18,4,Confirmed,42,2018
136961,SFODR,2018-10-15,2,Cancelled,42,2018
136962,SFODR,2018-10-06,2,Confirmed,40,2018
137173,LAXWP,2018-11-01,2,Confirmed,44,2018
137182,MIASS,2018-10-26,3,Confirmed,43,2018
137188,MIASS,2018-10-06,5,Cancelled,40,2018
137470,SFODR,2018-10-21,2,Confirmed,42,2018
137630,NYCIK,2018-03-31,1,Cancelled,13,2018
137634,NYCIK,2018-07-10,1,Confirmed,28,2018
137637,NYCIK,2018-09-10,1,Cancelled,37,2018
137638,NYCIK,2018-09-30,1,Cancelled,39,2018
137643,NYCIK,2018-03-17,3,Cancelled,11,2018
137697,MIASS,2018-07-18,5,Cancelled,29,2018
138002,SFODR,2018-09-27,2,Confirmed,39,2018
138109,LAXWP,2018-11-03,2,Confirmed,44,2018
138124,LAXWP,2018-10-25,1,Confirmed,43,2018
138271,NYCIK,2018-08-12,1,Confirmed,32,2018
138492,SFODR,2018-11-04,3,Confirmed,44,2018
138493,SFODR,2018-11-01,3,Cancelled,44,2018
138636,LAXWP,2018-11-04,3,Confirmed,44,2018
138637,NYCIK,2018-10-29,2,Confirmed,44,2018
138638,NYCIK,2018-10-10,5,Cancelled,41,2018
138639,NYCIK,2018-09-09,1,Cancelled,36,2018
138644,NYCIK,2018-06-05,1,Cancelled,23,2018
138657,NYCIK,2018-11-04,4,Confirmed,44,2018
138662,LAXWP,2018-10-29,2,Confirmed,44,2018
138710,MIASS,2018-10-24,4,Cancelled,43,2018
